patent_type,state,year,patent_counts
reissue,West Virginia,1993,1
reissue,West Virginia,1996,1
reissue,West Virginia,1999,6
reissue,West Virginia,2000,1
reissue,West Virginia,2001,3
reissue,West Virginia,2002,1
reissue,West Virginia,2008,4
reissue,West Virginia,2010,3
reissue,West Virginia,2011,2
reissue,West Virginia,2012,2
reissue,West Virginia,2016,1
reissue,West Virginia,2019,1
reissue,Wisconsin,1976,5
reissue,Wisconsin,1977,9
reissue,Wisconsin,1978,4
reissue,Wisconsin,1979,10
reissue,Wisconsin,1980,6
reissue,Wisconsin,1981,20
reissue,Wisconsin,1982,5
reissue,Wisconsin,1983,10
reissue,Wisconsin,1984,1
reissue,Wisconsin,1985,5
reissue,Wisconsin,1986,4
reissue,Wisconsin,1987,5
reissue,Wisconsin,1988,3
reissue,Wisconsin,1989,9
reissue,Wisconsin,1990,13
reissue,Wisconsin,1992,5
reissue,Wisconsin,1993,20
reissue,Wisconsin,1994,14
reissue,Wisconsin,1995,8
reissue,Wisconsin,1996,6
reissue,Wisconsin,1997,16
reissue,Wisconsin,1998,7
reissue,Wisconsin,1999,14
reissue,Wisconsin,2000,13
reissue,Wisconsin,2001,13
reissue,Wisconsin,2002,9
reissue,Wisconsin,2003,5
reissue,Wisconsin,2004,8
reissue,Wisconsin,2005,11
reissue,Wisconsin,2006,9
reissue,Wisconsin,2007,15
reissue,Wisconsin,2008,20
reissue,Wisconsin,2009,8
reissue,Wisconsin,2010,31
reissue,Wisconsin,2011,30
reissue,Wisconsin,2012,14
reissue,Wisconsin,2013,20
reissue,Wisconsin,2014,12
reissue,Wisconsin,2015,11
reissue,Wisconsin,2016,2
reissue,Wisconsin,2017,6
reissue,Wisconsin,2018,10
reissue,Wisconsin,2019,9
reissue,Wisconsin,2020,14
reissue,Wisconsin,2021,12
reissue,Wisconsin,2022,2
reissue,Wyoming,1976,1
reissue,Wyoming,1993,1
reissue,Wyoming,2001,1
reissue,Wyoming,2011,4
reissue,Wyoming,2013,1
reissue,Wyoming,2014,1
reissue,Wyoming,2017,1
reissue,Wyoming,2020,1
reissue,Wyoming,2021,1
statutory invention registration,Alabama,1986,6
statutory invention registration,Alabama,1987,35
statutory invention registration,Alabama,1988,28
statutory invention registration,Alabama,1989,16
statutory invention registration,Alabama,1990,14
statutory invention registration,Alabama,1991,3
statutory invention registration,Alabama,1992,5
statutory invention registration,Alabama,2001,1
statutory invention registration,Alaska,1987,1
statutory invention registration,Alaska,1993,1
statutory invention registration,Alaska,1994,1
statutory invention registration,Alaska,2000,1
statutory invention registration,Arizona,1986,1
statutory invention registration,Arizona,1987,2
statutory invention registration,Arizona,1988,1
statutory invention registration,Arizona,1989,4
statutory invention registration,Arizona,1990,1
statutory invention registration,Arizona,1991,1
statutory invention registration,Arizona,1992,3
statutory invention registration,Arizona,1993,2
statutory invention registration,Arizona,1994,1
statutory invention registration,Arizona,1995,1
statutory invention registration,Arizona,2000,1
statutory invention registration,Arkansas,1987,3
statutory invention registration,Arkansas,1988,1
statutory invention registration,Arkansas,1989,1
statutory invention registration,Arkansas,1991,1
statutory invention registration,California,1986,22
statutory invention registration,California,1987,39
statutory invention registration,California,1988,36
statutory invention registration,California,1989,27
statutory invention registration,California,1990,16
statutory invention registration,California,1991,32
statutory invention registration,California,1992,20
statutory invention registration,California,1993,20
statutory invention registration,California,1994,27
statutory invention registration,California,1995,20
statutory invention registration,California,1996,18
statutory invention registration,California,1997,24
statutory invention registration,California,1998,20
statutory invention registration,California,1999,18
statutory invention registration,California,2000,10
statutory invention registration,California,2001,18
statutory invention registration,Colorado,1986,3
statutory invention registration,Colorado,1987,1
statutory invention registration,Colorado,1989,1
statutory invention registration,Colorado,1990,1
statutory invention registration,Colorado,1991,1
statutory invention registration,Colorado,1993,8
statutory invention registration,Colorado,1994,2
statutory invention registration,Colorado,1995,1
statutory invention registration,Colorado,1997,3
statutory invention registration,Colorado,2000,4
statutory invention registration,Colorado,2001,2
statutory invention registration,Connecticut,1986,2
statutory invention registration,Connecticut,1987,4
statutory invention registration,Connecticut,1988,1
statutory invention registration,Connecticut,1989,2
statutory invention registration,Connecticut,1990,1
statutory invention registration,Connecticut,1991,1
statutory invention registration,Connecticut,1992,1
statutory invention registration,Connecticut,1994,2
statutory invention registration,Connecticut,1995,3
statutory invention registration,Connecticut,1997,4
statutory invention registration,Connecticut,1999,1
statutory invention registration,Delaware,1986,1
statutory invention registration,Delaware,1987,1
statutory invention registration,Delaware,1988,3
statutory invention registration,Delaware,1989,2
statutory invention registration,Delaware,1990,1
statutory invention registration,Delaware,1993,2
statutory invention registration,Delaware,1994,3
statutory invention registration,Delaware,1996,2
statutory invention registration,Delaware,1997,3
statutory invention registration,Delaware,1998,1
statutory invention registration,Delaware,1999,1
statutory invention registration,Delaware,2000,3
statutory invention registration,Delaware,2001,2
statutory invention registration,Dist. of Columbia,1985,2
statutory invention registration,Dist. of Columbia,1987,3
statutory invention registration,Dist. of Columbia,1991,1
statutory invention registration,Dist. of Columbia,1992,1
statutory invention registration,Dist. of Columbia,1993,2
statutory invention registration,Dist. of Columbia,1996,1
statutory invention registration,Florida,1986,6
statutory invention registration,Florida,1987,12
statutory invention registration,Florida,1988,7
statutory invention registration,Florida,1989,4
statutory invention registration,Florida,1990,2
statutory invention registration,Florida,1991,4
statutory invention registration,Florida,1992,3
statutory invention registration,Florida,1993,8
statutory invention registration,Florida,1994,7
statutory invention registration,Florida,1995,5
statutory invention registration,Florida,1996,7
statutory invention registration,Florida,1997,2
statutory invention registration,Florida,1998,4
statutory invention registration,Florida,1999,1
statutory invention registration,Florida,2000,3
statutory invention registration,Florida,2001,6
statutory invention registration,Georgia,1986,1
statutory invention registration,Georgia,1988,3
statutory invention registration,Georgia,1990,1
statutory invention registration,Georgia,1992,4
statutory invention registration,Georgia,1993,1
statutory invention registration,Georgia,1995,5
statutory invention registration,Georgia,1997,1
statutory invention registration,Georgia,1998,6
statutory invention registration,Georgia,2000,4
statutory invention registration,Georgia,2001,5
statutory invention registration,Hawaii,1986,1
statutory invention registration,Hawaii,1988,1
statutory invention registration,Hawaii,1990,3
statutory invention registration,Idaho,1986,1
statutory invention registration,Idaho,1987,1
statutory invention registration,Idaho,1990,3
statutory invention registration,Idaho,1991,1
statutory invention registration,Idaho,1992,6
statutory invention registration,Idaho,1993,2
statutory invention registration,Idaho,1994,8
statutory invention registration,Idaho,1995,3
statutory invention registration,Illinois,1985,1
statutory invention registration,Illinois,1986,25
statutory invention registration,Illinois,1987,18
statutory invention registration,Illinois,1988,21
statutory invention registration,Illinois,1989,25
statutory invention registration,Illinois,1990,6
statutory invention registration,Illinois,1991,17
statutory invention registration,Illinois,1992,7
statutory invention registration,Illinois,1993,21
statutory invention registration,Illinois,1994,11
statutory invention registration,Illinois,1995,11
statutory invention registration,Illinois,1996,8
statutory invention registration,Illinois,1997,4
statutory invention registration,Illinois,1998,4
statutory invention registration,Illinois,1999,13
statutory invention registration,Illinois,2000,20
statutory invention registration,Illinois,2001,9
statutory invention registration,Indiana,1986,7
statutory invention registration,Indiana,1987,2
statutory invention registration,Indiana,1988,4
statutory invention registration,Indiana,1989,1
statutory invention registration,Indiana,1990,3
statutory invention registration,Indiana,1991,3
statutory invention registration,Indiana,1992,3
statutory invention registration,Indiana,1993,1
statutory invention registration,Indiana,1994,3
statutory invention registration,Indiana,1995,1
statutory invention registration,Indiana,1996,1
statutory invention registration,Indiana,1997,1
statutory invention registration,Indiana,1998,3
statutory invention registration,Indiana,1999,2
statutory invention registration,Indiana,2000,6
statutory invention registration,Indiana,2001,5
statutory invention registration,Iowa,1987,3
statutory invention registration,Iowa,1990,1
statutory invention registration,Iowa,1992,1
statutory invention registration,Iowa,1995,1
statutory invention registration,Iowa,1999,1
statutory invention registration,Iowa,2000,4
statutory invention registration,Iowa,2001,1
statutory invention registration,Kansas,1995,1
statutory invention registration,Kansas,2000,1
statutory invention registration,Kentucky,1986,4
statutory invention registration,Kentucky,1987,1
statutory invention registration,Kentucky,1989,1
statutory invention registration,Kentucky,1990,1
statutory invention registration,Kentucky,1991,2
statutory invention registration,Kentucky,1992,3
statutory invention registration,Kentucky,1993,1
statutory invention registration,Kentucky,1995,1
statutory invention registration,Kentucky,1998,1
statutory invention registration,Kentucky,1999,2
statutory invention registration,Kentucky,2000,1
statutory invention registration,Kentucky,2001,1
statutory invention registration,Louisiana,1986,1
statutory invention registration,Louisiana,1988,3
statutory invention registration,Louisiana,1989,4
statutory invention registration,Louisiana,1992,2
statutory invention registration,Louisiana,1993,7
statutory invention registration,Louisiana,1994,1
statutory invention registration,Louisiana,1995,2
statutory invention registration,Louisiana,1997,1
statutory invention registration,Louisiana,1999,5
statutory invention registration,Maine,1987,3
statutory invention registration,Maine,1991,1
statutory invention registration,Maryland,1986,35
statutory invention registration,Maryland,1987,56
statutory invention registration,Maryland,1988,20
statutory invention registration,Maryland,1989,23
statutory invention registration,Maryland,1990,25
statutory invention registration,Maryland,1991,23
statutory invention registration,Maryland,1992,13
statutory invention registration,Maryland,1993,20
statutory invention registration,Maryland,1994,13
statutory invention registration,Maryland,1995,13
statutory invention registration,Maryland,1996,13
statutory invention registration,Maryland,1997,7
statutory invention registration,Maryland,1998,10
statutory invention registration,Maryland,1999,15
statutory invention registration,Maryland,2000,11
statutory invention registration,Maryland,2001,13
statutory invention registration,Massachusetts,1986,10
statutory invention registration,Massachusetts,1987,9
statutory invention registration,Massachusetts,1988,7
statutory invention registration,Massachusetts,1989,7
statutory invention registration,Massachusetts,1990,7
statutory invention registration,Massachusetts,1992,5
statutory invention registration,Massachusetts,1993,2
statutory invention registration,Massachusetts,1994,1
statutory invention registration,Massachusetts,1995,2
statutory invention registration,Massachusetts,1996,1
statutory invention registration,Massachusetts,1997,2
statutory invention registration,Massachusetts,1999,3
statutory invention registration,Massachusetts,2000,6
statutory invention registration,Michigan,1986,2
statutory invention registration,Michigan,1988,5
statutory invention registration,Michigan,1990,2
statutory invention registration,Michigan,1991,3
statutory invention registration,Michigan,1992,4
statutory invention registration,Michigan,1993,5
statutory invention registration,Michigan,1994,2
statutory invention registration,Michigan,1995,5
statutory invention registration,Michigan,1996,5
statutory invention registration,Michigan,1997,1
statutory invention registration,Michigan,1998,1
statutory invention registration,Michigan,2000,4
statutory invention registration,Michigan,2001,1
statutory invention registration,Minnesota,1985,1
statutory invention registration,Minnesota,1986,3
statutory invention registration,Minnesota,1987,5
statutory invention registration,Minnesota,1988,2
statutory invention registration,Minnesota,1989,3
statutory invention registration,Minnesota,1990,2
statutory invention registration,Minnesota,1992,3
statutory invention registration,Minnesota,1993,3
statutory invention registration,Minnesota,1994,4
statutory invention registration,Minnesota,1995,5
statutory invention registration,Minnesota,1996,2
statutory invention registration,Minnesota,1998,2
statutory invention registration,Minnesota,1999,1
statutory invention registration,Minnesota,2000,5
statutory invention registration,Minnesota,2001,1
statutory invention registration,Mississippi,1986,1
statutory invention registration,Mississippi,1987,3
statutory invention registration,Mississippi,1988,1
statutory invention registration,Mississippi,1994,1
statutory invention registration,Mississippi,2000,2
statutory invention registration,Mississippi,2001,2
statutory invention registration,Missouri,1986,7
statutory invention registration,Missouri,1988,1
statutory invention registration,Missouri,1989,3
statutory invention registration,Missouri,1991,2
statutory invention registration,Missouri,1992,1
statutory invention registration,Missouri,1993,1
statutory invention registration,Missouri,1994,2
statutory invention registration,Missouri,1995,1
statutory invention registration,Missouri,1996,4
statutory invention registration,Missouri,1997,1
statutory invention registration,Montana,1987,1
statutory invention registration,Montana,1989,1
statutory invention registration,Montana,1993,1
statutory invention registration,Nebraska,1990,1
statutory invention registration,Nebraska,1991,1
statutory invention registration,Nevada,1991,1
statutory invention registration,Nevada,1994,1
statutory invention registration,New Hampshire,1987,1
statutory invention registration,New Hampshire,1989,2
statutory invention registration,New Hampshire,1990,1
statutory invention registration,New Hampshire,2000,1
statutory invention registration,New Hampshire,2001,1
statutory invention registration,New Jersey,1985,1
statutory invention registration,New Jersey,1986,29
statutory invention registration,New Jersey,1987,23
statutory invention registration,New Jersey,1988,23
statutory invention registration,New Jersey,1989,21
statutory invention registration,New Jersey,1990,22
statutory invention registration,New Jersey,1991,12
statutory invention registration,New Jersey,1992,12
statutory invention registration,New Jersey,1993,21
statutory invention registration,New Jersey,1994,6
statutory invention registration,New Jersey,1995,15
statutory invention registration,New Jersey,1996,13
statutory invention registration,New Jersey,1997,4
statutory invention registration,New Jersey,1998,14
statutory invention registration,New Jersey,1999,7
statutory invention registration,New Jersey,2000,10
statutory invention registration,New Jersey,2001,8
statutory invention registration,New Mexico,1986,2
statutory invention registration,New Mexico,1988,3
statutory invention registration,New Mexico,1989,3
statutory invention registration,New Mexico,1990,6
statutory invention registration,New Mexico,1991,1
statutory invention registration,New Mexico,1992,1
statutory invention registration,New Mexico,1993,2
statutory invention registration,New Mexico,1994,3
statutory invention registration,New Mexico,1995,2
statutory invention registration,New York,1986,12
statutory invention registration,New York,1987,7
statutory invention registration,New York,1988,8
statutory invention registration,New York,1989,3
statutory invention registration,New York,1990,9
statutory invention registration,New York,1991,6
statutory invention registration,New York,1992,9
statutory invention registration,New York,1993,18
statutory invention registration,New York,1994,4
statutory invention registration,New York,1995,13
statutory invention registration,New York,1996,11
statutory invention registration,New York,1997,1
statutory invention registration,New York,1998,4
statutory invention registration,New York,1999,9
statutory invention registration,New York,2000,12
statutory invention registration,New York,2001,1
statutory invention registration,North Carolina,1986,4
statutory invention registration,North Carolina,1987,4
statutory invention registration,North Carolina,1988,4
statutory invention registration,North Carolina,1989,7
statutory invention registration,North Carolina,1991,3
statutory invention registration,North Carolina,1993,3
statutory invention registration,North Carolina,1994,2
statutory invention registration,North Carolina,1995,2
statutory invention registration,North Carolina,1996,14
statutory invention registration,North Carolina,1997,1
statutory invention registration,North Carolina,1998,5
statutory invention registration,North Carolina,2000,1
statutory invention registration,North Carolina,2001,3
statutory invention registration,North Dakota,1993,1
statutory invention registration,North Dakota,1994,1
statutory invention registration,Ohio,1986,4
statutory invention registration,Ohio,1987,10
statutory invention registration,Ohio,1988,13
statutory invention registration,Ohio,1989,8
statutory invention registration,Ohio,1990,7
statutory invention registration,Ohio,1991,7
statutory invention registration,Ohio,1992,6
statutory invention registration,Ohio,1993,4
statutory invention registration,Ohio,1994,20
statutory invention registration,Ohio,1995,13
statutory invention registration,Ohio,1996,27
statutory invention registration,Ohio,1997,26
statutory invention registration,Ohio,1998,7
statutory invention registration,Ohio,1999,7
statutory invention registration,Ohio,2000,16
statutory invention registration,Ohio,2001,6
statutory invention registration,Oklahoma,1986,1
statutory invention registration,Oklahoma,1989,2
statutory invention registration,Oklahoma,1992,1
statutory invention registration,Oklahoma,1995,1
statutory invention registration,Oregon,1987,1
statutory invention registration,Oregon,1993,1
statutory invention registration,Oregon,1994,1
statutory invention registration,Oregon,1996,3
statutory invention registration,Oregon,1997,3
statutory invention registration,Oregon,2000,1
statutory invention registration,Pennsylvania,1986,23
statutory invention registration,Pennsylvania,1987,18
statutory invention registration,Pennsylvania,1988,14
statutory invention registration,Pennsylvania,1989,4
statutory invention registration,Pennsylvania,1990,8
statutory invention registration,Pennsylvania,1991,13
statutory invention registration,Pennsylvania,1992,8
statutory invention registration,Pennsylvania,1993,21
statutory invention registration,Pennsylvania,1994,11
statutory invention registration,Pennsylvania,1995,4
statutory invention registration,Pennsylvania,1996,4
statutory invention registration,Pennsylvania,1997,2
statutory invention registration,Pennsylvania,1998,4
statutory invention registration,Pennsylvania,1999,1
statutory invention registration,Pennsylvania,2000,10
statutory invention registration,Pennsylvania,2001,4
statutory invention registration,Rhode Island,1992,1
statutory invention registration,Rhode Island,1993,1
statutory invention registration,Rhode Island,2000,1
statutory invention registration,South Carolina,1986,4
statutory invention registration,South Carolina,1987,2
statutory invention registration,South Carolina,1988,2
statutory invention registration,South Carolina,1989,5
statutory invention registration,South Carolina,1990,5
statutory invention registration,South Carolina,1991,2
statutory invention registration,South Carolina,1992,5
statutory invention registration,South Carolina,1993,2
statutory invention registration,South Carolina,1994,2
statutory invention registration,South Carolina,1995,1
statutory invention registration,South Carolina,1996,1
statutory invention registration,South Carolina,1997,1
statutory invention registration,South Carolina,1999,1
statutory invention registration,South Carolina,2001,2
statutory invention registration,South Dakota,1990,2
statutory invention registration,Tennessee,1986,3
statutory invention registration,Tennessee,1987,3
statutory invention registration,Tennessee,1988,3
statutory invention registration,Tennessee,1989,5
statutory invention registration,Tennessee,1990,2
statutory invention registration,Tennessee,1991,2
statutory invention registration,Tennessee,1993,2
statutory invention registration,Tennessee,1994,2
statutory invention registration,Tennessee,1995,1
statutory invention registration,Tennessee,1996,3
statutory invention registration,Tennessee,1997,2
statutory invention registration,Tennessee,1998,1
statutory invention registration,Tennessee,1999,11
statutory invention registration,Tennessee,2000,41
statutory invention registration,Tennessee,2001,13
statutory invention registration,Texas,1986,7
statutory invention registration,Texas,1987,5
statutory invention registration,Texas,1988,26
statutory invention registration,Texas,1989,11
statutory invention registration,Texas,1990,31
statutory invention registration,Texas,1991,34
statutory invention registration,Texas,1992,20
statutory invention registration,Texas,1993,35
statutory invention registration,Texas,1994,28
statutory invention registration,Texas,1995,40
statutory invention registration,Texas,1996,37
statutory invention registration,Texas,1997,15
statutory invention registration,Texas,1998,16
statutory invention registration,Texas,1999,14
statutory invention registration,Texas,2000,10
statutory invention registration,Texas,2001,10
statutory invention registration,Utah,1986,2
statutory invention registration,Utah,1987,2
statutory invention registration,Utah,1988,2
statutory invention registration,Utah,1989,2
statutory invention registration,Utah,1992,4
statutory invention registration,Utah,1994,5
statutory invention registration,Utah,1998,1
statutory invention registration,Vermont,1986,3
statutory invention registration,Vermont,1987,2
statutory invention registration,Vermont,1988,1
statutory invention registration,Vermont,1989,2
statutory invention registration,Vermont,1990,2
statutory invention registration,Vermont,1991,2
statutory invention registration,Vermont,1993,2
statutory invention registration,Vermont,1995,1
statutory invention registration,Vermont,1996,1
statutory invention registration,Vermont,2000,1
statutory invention registration,Vermont,2001,1
statutory invention registration,Virginia,1985,1
statutory invention registration,Virginia,1986,6
statutory invention registration,Virginia,1987,6
statutory invention registration,Virginia,1988,5
statutory invention registration,Virginia,1989,6
statutory invention registration,Virginia,1990,8
statutory invention registration,Virginia,1991,6
statutory invention registration,Virginia,1992,9
statutory invention registration,Virginia,1993,3
statutory invention registration,Virginia,1994,2
statutory invention registration,Virginia,1995,6
statutory invention registration,Virginia,1996,2
statutory invention registration,Virginia,1997,5
statutory invention registration,Virginia,1998,5
statutory invention registration,Virginia,1999,9
statutory invention registration,Virginia,2000,4
statutory invention registration,Virginia,2001,4
statutory invention registration,Washington,1986,3
statutory invention registration,Washington,1987,2
statutory invention registration,Washington,1988,4
statutory invention registration,Washington,1989,5
statutory invention registration,Washington,1990,3
statutory invention registration,Washington,1991,3
statutory invention registration,Washington,1994,1
statutory invention registration,Washington,1995,3
statutory invention registration,Washington,1996,2
statutory invention registration,Washington,1999,1
statutory invention registration,Washington,2001,1
statutory invention registration,West Virginia,1986,3
statutory invention registration,West Virginia,1988,1
statutory invention registration,West Virginia,1990,1
statutory invention registration,West Virginia,1991,1
statutory invention registration,West Virginia,1993,1
statutory invention registration,West Virginia,1994,1
statutory invention registration,West Virginia,1997,1
statutory invention registration,West Virginia,1999,2
statutory invention registration,Wisconsin,1988,6
statutory invention registration,Wisconsin,1989,2
statutory invention registration,Wisconsin,1991,1
statutory invention registration,Wisconsin,1992,1
statutory invention registration,Wisconsin,1993,8
statutory invention registration,Wisconsin,1994,1
statutory invention registration,Wisconsin,1995,5
statutory invention registration,Wisconsin,1997,3
statutory invention registration,Wisconsin,1998,4
statutory invention registration,Wisconsin,2000,1
statutory invention registration,Wisconsin,2001,10
statutory invention registration,Wyoming,1991,1
statutory invention registration,Wyoming,1993,1
statutory invention registration,Wyoming,2000,1
statutory invention registration,Wyoming,2001,1
utility,Alabama,1976,374
utility,Alabama,1977,295
utility,Alabama,1978,307
utility,Alabama,1979,236
utility,Alabama,1980,279
utility,Alabama,1981,287
utility,Alabama,1982,240
utility,Alabama,1983,269
utility,Alabama,1984,291
utility,Alabama,1985,408
utility,Alabama,1986,419
utility,Alabama,1987,432
utility,Alabama,1988,401
utility,Alabama,1989,510
utility,Alabama,1990,543
utility,Alabama,1991,544
utility,Alabama,1992,423
utility,Alabama,1993,443
utility,Alabama,1994,461
utility,Alabama,1995,482
utility,Alabama,1996,477
utility,Alabama,1997,538
utility,Alabama,1998,699
utility,Alabama,1999,750
utility,Alabama,2000,730
utility,Alabama,2001,764
utility,Alabama,2002,858
utility,Alabama,2003,864
utility,Alabama,2004,785
utility,Alabama,2005,671
utility,Alabama,2006,754
utility,Alabama,2007,652
utility,Alabama,2008,591
utility,Alabama,2009,639
utility,Alabama,2010,1024
utility,Alabama,2011,832
utility,Alabama,2012,992
utility,Alabama,2013,1212
utility,Alabama,2014,1218
utility,Alabama,2015,1086
utility,Alabama,2016,1195
utility,Alabama,2017,1167
utility,Alabama,2018,872
utility,Alabama,2019,1292
utility,Alabama,2020,1203
utility,Alabama,2021,1304
utility,Alabama,2022,316
utility,Alaska,1976,25
utility,Alaska,1977,25
utility,Alaska,1978,24
utility,Alaska,1979,21
utility,Alaska,1980,21
utility,Alaska,1981,21
utility,Alaska,1982,17
utility,Alaska,1983,16
utility,Alaska,1984,13
utility,Alaska,1985,28
utility,Alaska,1986,38
utility,Alaska,1987,26
utility,Alaska,1988,19
utility,Alaska,1989,47
utility,Alaska,1990,38
utility,Alaska,1991,57
utility,Alaska,1992,48
utility,Alaska,1993,68
utility,Alaska,1994,70
utility,Alaska,1995,66
utility,Alaska,1996,53
utility,Alaska,1997,68
utility,Alaska,1998,85
utility,Alaska,1999,88
utility,Alaska,2000,77
utility,Alaska,2001,76
utility,Alaska,2002,69
utility,Alaska,2003,64
utility,Alaska,2004,60
utility,Alaska,2005,58
utility,Alaska,2006,53
utility,Alaska,2007,28
utility,Alaska,2008,35
utility,Alaska,2009,52
utility,Alaska,2010,51
utility,Alaska,2011,48
utility,Alaska,2012,49
utility,Alaska,2013,111
utility,Alaska,2014,106
utility,Alaska,2015,67
utility,Alaska,2016,106
utility,Alaska,2017,88
utility,Alaska,2018,72
utility,Alaska,2019,103
utility,Alaska,2020,98
utility,Alaska,2021,88
utility,Alaska,2022,13
utility,American Samoa,1984,1
utility,American Samoa,1997,1
utility,Arizona,1976,547
utility,Arizona,1977,607
utility,Arizona,1978,621
utility,Arizona,1979,426
utility,Arizona,1980,630
utility,Arizona,1981,642
utility,Arizona,1982,565
utility,Arizona,1983,694
utility,Arizona,1984,732
utility,Arizona,1985,829
utility,Arizona,1986,937
utility,Arizona,1987,968
utility,Arizona,1988,917
utility,Arizona,1989,1126
utility,Arizona,1990,1028
utility,Arizona,1991,1332
utility,Arizona,1992,1454
utility,Arizona,1993,1532
utility,Arizona,1994,1743
utility,Arizona,1995,1884
utility,Arizona,1996,2122
utility,Arizona,1997,2109
utility,Arizona,1998,3103
utility,Arizona,1999,3053
utility,Arizona,2000,3310
utility,Arizona,2001,3178
utility,Arizona,2002,3409
utility,Arizona,2003,3329
utility,Arizona,2004,3471
utility,Arizona,2005,3265
utility,Arizona,2006,3880
utility,Arizona,2007,3550
utility,Arizona,2008,3537
utility,Arizona,2009,3712
utility,Arizona,2010,4735
utility,Arizona,2011,4839
utility,Arizona,2012,5406
utility,Arizona,2013,5448
utility,Arizona,2014,6120
utility,Arizona,2015,6264
utility,Arizona,2016,6896
utility,Arizona,2017,7200
utility,Arizona,2018,5516
utility,Arizona,2019,7609
utility,Arizona,2020,7929
utility,Arizona,2021,7830
utility,Arizona,2022,1925
utility,Arkansas,1976,117
utility,Arkansas,1977,121
utility,Arkansas,1978,101
utility,Arkansas,1979,71
utility,Arkansas,1980,97
utility,Arkansas,1981,103
utility,Arkansas,1982,92
utility,Arkansas,1983,81
utility,Arkansas,1984,91
utility,Arkansas,1985,78
utility,Arkansas,1986,97
utility,Arkansas,1987,88
utility,Arkansas,1988,121
utility,Arkansas,1989,136
utility,Arkansas,1990,180
utility,Arkansas,1991,176
utility,Arkansas,1992,235
utility,Arkansas,1993,214
utility,Arkansas,1994,218
utility,Arkansas,1995,173
utility,Arkansas,1996,189
utility,Arkansas,1997,202
utility,Arkansas,1998,252
utility,Arkansas,1999,299
utility,Arkansas,2000,371
utility,Arkansas,2001,347
utility,Arkansas,2002,372
utility,Arkansas,2003,325
utility,Arkansas,2004,265
utility,Arkansas,2005,248
utility,Arkansas,2006,272
utility,Arkansas,2007,229
utility,Arkansas,2008,226
utility,Arkansas,2009,215
utility,Arkansas,2010,293
utility,Arkansas,2011,293
utility,Arkansas,2012,368
utility,Arkansas,2013,361
utility,Arkansas,2014,443
utility,Arkansas,2015,477
utility,Arkansas,2016,522
utility,Arkansas,2017,612
utility,Arkansas,2018,737
utility,Arkansas,2019,1410
utility,Arkansas,2020,1270
utility,Arkansas,2021,901
utility,Arkansas,2022,181
utility,California,1976,8438
utility,California,1977,8012
utility,California,1978,7758
utility,California,1979,5973
utility,California,1980,7324
utility,California,1981,7411
utility,California,1982,6598
utility,California,1983,6424
utility,California,1984,7411
utility,California,1985,8007
utility,California,1986,8013
utility,California,1987,9881
utility,California,1988,9896
utility,California,1989,12502
utility,California,1990,11607
utility,California,1991,13152
utility,California,1992,13851
utility,California,1993,14781
utility,California,1994,16477
utility,California,1995,17764
utility,California,1996,20846
utility,California,1997,23119
utility,California,1998,32875
utility,California,1999,35476
utility,California,2000,37948
utility,California,2001,41221
utility,California,2002,42280
utility,California,2003,45324
utility,California,2004,43845
utility,California,2005,41732
utility,California,2006,52858
utility,California,2007,47978
utility,California,2008,47554
utility,California,2009,51094
utility,California,2010,69126
utility,California,2011,72523
utility,California,2012,83666
utility,California,2013,95955
utility,California,2014,109367
utility,California,2015,109822
utility,California,2016,113048
utility,California,2017,119329
utility,California,2018,92062
utility,California,2019,137803
utility,California,2020,140601
utility,California,2021,133305
utility,California,2022,31836
utility,Colorado,1976,842
utility,Colorado,1977,797
utility,Colorado,1978,814
utility,Colorado,1979,793
utility,Colorado,1980,769
utility,Colorado,1981,815
utility,Colorado,1982,722
utility,Colorado,1983,684
utility,Colorado,1984,896
utility,Colorado,1985,895
utility,Colorado,1986,918
utility,Colorado,1987,1059
utility,Colorado,1988,990
utility,Colorado,1989,1298
utility,Colorado,1990,1249
utility,Colorado,1991,1338
utility,Colorado,1992,1499
utility,Colorado,1993,1688
utility,Colorado,1994,2099
utility,Colorado,1995,2167
utility,Colorado,1996,2386
utility,Colorado,1997,2505
utility,Colorado,1998,3642
utility,Colorado,1999,3736
utility,Colorado,2000,3767
utility,Colorado,2001,4082
utility,Colorado,2002,4125
utility,Colorado,2003,4416
utility,Colorado,2004,4443
utility,Colorado,2005,4021
utility,Colorado,2006,4795
utility,Colorado,2007,3967
utility,Colorado,2008,3744
utility,Colorado,2009,4215
utility,Colorado,2010,5277
utility,Colorado,2011,5184
utility,Colorado,2012,6021
utility,Colorado,2013,6721
utility,Colorado,2014,7666
utility,Colorado,2015,7645
utility,Colorado,2016,7679
utility,Colorado,2017,7937
utility,Colorado,2018,5967
utility,Colorado,2019,8568
utility,Colorado,2020,8774
utility,Colorado,2021,8232
utility,Colorado,2022,2021
utility,Connecticut,1976,2335
utility,Connecticut,1977,2055
utility,Connecticut,1978,1937
utility,Connecticut,1979,1494
utility,Connecticut,1980,1641
utility,Connecticut,1981,1896
utility,Connecticut,1982,1645
utility,Connecticut,1983,1695
utility,Connecticut,1984,1983
utility,Connecticut,1985,2070
utility,Connecticut,1986,2118
utility,Connecticut,1987,2326
utility,Connecticut,1988,2292
utility,Connecticut,1989,2761
utility,Connecticut,1990,2531
utility,Connecticut,1991,2522
utility,Connecticut,1992,2741
