patent_type,state,year,patent_counts
reissue,Massachusetts,2018,34
reissue,Massachusetts,2019,46
reissue,Massachusetts,2020,57
reissue,Massachusetts,2021,11
reissue,Massachusetts,2022,8
reissue,Michigan,1976,35
reissue,Michigan,1977,18
reissue,Michigan,1978,16
reissue,Michigan,1979,13
reissue,Michigan,1980,18
reissue,Michigan,1981,20
reissue,Michigan,1982,15
reissue,Michigan,1983,24
reissue,Michigan,1984,23
reissue,Michigan,1985,18
reissue,Michigan,1986,19
reissue,Michigan,1987,6
reissue,Michigan,1988,22
reissue,Michigan,1989,18
reissue,Michigan,1990,20
reissue,Michigan,1991,28
reissue,Michigan,1992,20
reissue,Michigan,1993,17
reissue,Michigan,1994,39
reissue,Michigan,1995,15
reissue,Michigan,1996,8
reissue,Michigan,1997,17
reissue,Michigan,1998,26
reissue,Michigan,1999,27
reissue,Michigan,2000,27
reissue,Michigan,2001,22
reissue,Michigan,2002,32
reissue,Michigan,2003,20
reissue,Michigan,2004,15
reissue,Michigan,2005,5
reissue,Michigan,2006,24
reissue,Michigan,2007,51
reissue,Michigan,2008,30
reissue,Michigan,2009,21
reissue,Michigan,2010,42
reissue,Michigan,2011,41
reissue,Michigan,2012,20
reissue,Michigan,2013,12
reissue,Michigan,2014,28
reissue,Michigan,2015,13
reissue,Michigan,2016,13
reissue,Michigan,2017,6
reissue,Michigan,2018,21
reissue,Michigan,2019,13
reissue,Michigan,2020,13
reissue,Michigan,2021,16
reissue,Michigan,2022,3
reissue,Minnesota,1976,12
reissue,Minnesota,1977,13
reissue,Minnesota,1978,9
reissue,Minnesota,1979,14
reissue,Minnesota,1980,4
reissue,Minnesota,1981,10
reissue,Minnesota,1982,8
reissue,Minnesota,1983,4
reissue,Minnesota,1984,7
reissue,Minnesota,1985,7
reissue,Minnesota,1986,7
reissue,Minnesota,1987,7
reissue,Minnesota,1988,11
reissue,Minnesota,1989,17
reissue,Minnesota,1990,17
reissue,Minnesota,1991,10
reissue,Minnesota,1992,15
reissue,Minnesota,1993,19
reissue,Minnesota,1994,18
reissue,Minnesota,1995,25
reissue,Minnesota,1996,12
reissue,Minnesota,1997,21
reissue,Minnesota,1998,8
reissue,Minnesota,1999,19
reissue,Minnesota,2000,34
reissue,Minnesota,2001,16
reissue,Minnesota,2002,11
reissue,Minnesota,2003,31
reissue,Minnesota,2004,10
reissue,Minnesota,2005,11
reissue,Minnesota,2006,16
reissue,Minnesota,2007,8
reissue,Minnesota,2008,36
reissue,Minnesota,2009,44
reissue,Minnesota,2010,38
reissue,Minnesota,2011,45
reissue,Minnesota,2012,17
reissue,Minnesota,2013,39
reissue,Minnesota,2014,23
reissue,Minnesota,2015,26
reissue,Minnesota,2016,16
reissue,Minnesota,2017,11
reissue,Minnesota,2018,41
reissue,Minnesota,2019,43
reissue,Minnesota,2020,43
reissue,Minnesota,2021,18
reissue,Minnesota,2022,12
reissue,Mississippi,1982,2
reissue,Mississippi,1985,1
reissue,Mississippi,1986,2
reissue,Mississippi,1988,2
reissue,Mississippi,1990,4
reissue,Mississippi,1991,1
reissue,Mississippi,1994,1
reissue,Mississippi,1997,1
reissue,Mississippi,1998,1
reissue,Mississippi,1999,2
reissue,Mississippi,2001,1
reissue,Mississippi,2002,3
reissue,Mississippi,2004,1
reissue,Mississippi,2005,2
reissue,Mississippi,2006,5
reissue,Mississippi,2007,1
reissue,Mississippi,2009,3
reissue,Mississippi,2011,1
reissue,Mississippi,2012,4
reissue,Mississippi,2013,1
reissue,Mississippi,2014,2
reissue,Missouri,1976,3
reissue,Missouri,1977,1
reissue,Missouri,1978,10
reissue,Missouri,1979,2
reissue,Missouri,1980,7
reissue,Missouri,1981,1
reissue,Missouri,1982,6
reissue,Missouri,1983,5
reissue,Missouri,1984,2
reissue,Missouri,1985,6
reissue,Missouri,1986,2
reissue,Missouri,1987,2
reissue,Missouri,1988,3
reissue,Missouri,1989,3
reissue,Missouri,1990,3
reissue,Missouri,1991,2
reissue,Missouri,1992,2
reissue,Missouri,1993,6
reissue,Missouri,1994,3
reissue,Missouri,1995,3
reissue,Missouri,1996,3
reissue,Missouri,1997,3
reissue,Missouri,1998,3
reissue,Missouri,1999,4
reissue,Missouri,2000,16
reissue,Missouri,2001,5
reissue,Missouri,2002,8
reissue,Missouri,2003,2
reissue,Missouri,2004,3
reissue,Missouri,2005,2
reissue,Missouri,2006,9
reissue,Missouri,2007,5
reissue,Missouri,2008,14
reissue,Missouri,2009,4
reissue,Missouri,2010,5
reissue,Missouri,2011,13
reissue,Missouri,2012,17
reissue,Missouri,2013,6
reissue,Missouri,2014,12
reissue,Missouri,2015,5
reissue,Missouri,2016,15
reissue,Missouri,2017,6
reissue,Missouri,2018,5
reissue,Missouri,2019,8
reissue,Missouri,2020,4
reissue,Missouri,2021,1
reissue,Montana,1976,2
reissue,Montana,1979,1
reissue,Montana,1981,1
reissue,Montana,1983,2
reissue,Montana,1990,1
reissue,Montana,1992,2
reissue,Montana,1997,2
reissue,Montana,1999,1
reissue,Montana,2000,1
reissue,Montana,2004,2
reissue,Montana,2006,2
reissue,Montana,2009,1
reissue,Montana,2012,2
reissue,Montana,2013,2
reissue,Montana,2020,1
reissue,Nebraska,1979,1
reissue,Nebraska,1980,1
reissue,Nebraska,1981,2
reissue,Nebraska,1987,1
reissue,Nebraska,1990,1
reissue,Nebraska,1991,3
reissue,Nebraska,1992,1
reissue,Nebraska,1994,1
reissue,Nebraska,2001,2
reissue,Nebraska,2007,5
reissue,Nebraska,2009,1
reissue,Nebraska,2011,1
reissue,Nebraska,2012,4
reissue,Nebraska,2014,3
reissue,Nebraska,2015,1
reissue,Nebraska,2017,2
reissue,Nebraska,2018,3
reissue,Nebraska,2021,1
reissue,Nevada,1976,1
reissue,Nevada,1978,1
reissue,Nevada,1981,1
reissue,Nevada,1983,2
reissue,Nevada,1985,3
reissue,Nevada,1987,1
reissue,Nevada,1988,3
reissue,Nevada,1989,1
reissue,Nevada,1990,3
reissue,Nevada,1992,2
reissue,Nevada,1993,1
reissue,Nevada,1994,1
reissue,Nevada,1996,1
reissue,Nevada,1998,3
reissue,Nevada,1999,9
reissue,Nevada,2000,2
reissue,Nevada,2001,2
reissue,Nevada,2002,1
reissue,Nevada,2003,1
reissue,Nevada,2004,1
reissue,Nevada,2005,3
reissue,Nevada,2006,9
reissue,Nevada,2007,5
reissue,Nevada,2008,4
reissue,Nevada,2009,1
reissue,Nevada,2010,4
reissue,Nevada,2011,5
reissue,Nevada,2012,5
reissue,Nevada,2013,9
reissue,Nevada,2014,1
reissue,Nevada,2015,1
reissue,Nevada,2016,1
reissue,Nevada,2017,5
reissue,Nevada,2018,4
reissue,Nevada,2019,4
reissue,New Hampshire,1976,3
reissue,New Hampshire,1977,2
reissue,New Hampshire,1978,3
reissue,New Hampshire,1979,1
reissue,New Hampshire,1981,1
reissue,New Hampshire,1982,1
reissue,New Hampshire,1983,3
reissue,New Hampshire,1984,3
reissue,New Hampshire,1985,1
reissue,New Hampshire,1986,4
reissue,New Hampshire,1987,2
reissue,New Hampshire,1988,1
reissue,New Hampshire,1989,4
reissue,New Hampshire,1990,4
reissue,New Hampshire,1991,2
reissue,New Hampshire,1992,2
reissue,New Hampshire,1993,1
reissue,New Hampshire,1994,3
reissue,New Hampshire,1995,3
reissue,New Hampshire,1996,4
reissue,New Hampshire,1997,6
reissue,New Hampshire,1998,2
reissue,New Hampshire,1999,1
reissue,New Hampshire,2000,3
reissue,New Hampshire,2001,3
reissue,New Hampshire,2002,4
reissue,New Hampshire,2004,1
reissue,New Hampshire,2005,1
reissue,New Hampshire,2006,3
reissue,New Hampshire,2007,5
reissue,New Hampshire,2008,7
reissue,New Hampshire,2009,3
reissue,New Hampshire,2010,10
reissue,New Hampshire,2011,30
reissue,New Hampshire,2012,12
reissue,New Hampshire,2013,7
reissue,New Hampshire,2014,5
reissue,New Hampshire,2015,3
reissue,New Hampshire,2016,1
reissue,New Hampshire,2017,1
reissue,New Hampshire,2018,16
reissue,New Hampshire,2019,7
reissue,New Hampshire,2020,7
reissue,New Hampshire,2021,3
reissue,New Hampshire,2022,2
reissue,New Jersey,1976,33
reissue,New Jersey,1977,28
reissue,New Jersey,1978,40
reissue,New Jersey,1979,51
reissue,New Jersey,1980,35
reissue,New Jersey,1981,21
reissue,New Jersey,1982,30
reissue,New Jersey,1983,37
reissue,New Jersey,1984,14
reissue,New Jersey,1985,26
reissue,New Jersey,1986,29
reissue,New Jersey,1987,13
reissue,New Jersey,1988,16
reissue,New Jersey,1989,28
reissue,New Jersey,1990,23
reissue,New Jersey,1991,29
reissue,New Jersey,1992,11
reissue,New Jersey,1993,18
reissue,New Jersey,1994,10
reissue,New Jersey,1995,27
reissue,New Jersey,1996,19
reissue,New Jersey,1997,10
reissue,New Jersey,1998,15
reissue,New Jersey,1999,25
reissue,New Jersey,2000,33
reissue,New Jersey,2001,22
reissue,New Jersey,2002,37
reissue,New Jersey,2003,20
reissue,New Jersey,2004,24
reissue,New Jersey,2005,9
reissue,New Jersey,2006,38
reissue,New Jersey,2007,23
reissue,New Jersey,2008,32
reissue,New Jersey,2009,26
reissue,New Jersey,2010,44
reissue,New Jersey,2011,70
reissue,New Jersey,2012,59
reissue,New Jersey,2013,32
reissue,New Jersey,2014,20
reissue,New Jersey,2015,11
reissue,New Jersey,2016,11
reissue,New Jersey,2017,24
reissue,New Jersey,2018,25
reissue,New Jersey,2019,29
reissue,New Jersey,2020,26
reissue,New Jersey,2021,34
reissue,New Jersey,2022,6
reissue,New Mexico,1976,2
reissue,New Mexico,1978,1
reissue,New Mexico,1987,7
reissue,New Mexico,1989,1
reissue,New Mexico,1990,2
reissue,New Mexico,1991,1
reissue,New Mexico,1993,1
reissue,New Mexico,1994,1
reissue,New Mexico,1995,1
reissue,New Mexico,1996,3
reissue,New Mexico,1997,4
reissue,New Mexico,1998,3
reissue,New Mexico,1999,7
reissue,New Mexico,2000,9
reissue,New Mexico,2002,2
reissue,New Mexico,2004,1
reissue,New Mexico,2005,6
reissue,New Mexico,2006,3
reissue,New Mexico,2007,3
reissue,New Mexico,2008,3
reissue,New Mexico,2009,1
reissue,New Mexico,2010,12
reissue,New Mexico,2011,9
reissue,New Mexico,2012,4
reissue,New Mexico,2013,3
reissue,New Mexico,2014,2
reissue,New Mexico,2017,19
reissue,New Mexico,2018,2
reissue,New Mexico,2019,1
reissue,New Mexico,2021,1
reissue,New York,1976,33
reissue,New York,1977,39
reissue,New York,1978,37
reissue,New York,1979,41
reissue,New York,1980,34
reissue,New York,1981,35
reissue,New York,1982,24
reissue,New York,1983,38
reissue,New York,1984,35
reissue,New York,1985,43
reissue,New York,1986,27
reissue,New York,1987,19
reissue,New York,1988,30
reissue,New York,1989,19
reissue,New York,1990,28
reissue,New York,1991,25
reissue,New York,1992,25
reissue,New York,1993,32
reissue,New York,1994,34
reissue,New York,1995,29
reissue,New York,1996,24
reissue,New York,1997,28
reissue,New York,1998,23
reissue,New York,1999,22
reissue,New York,2000,29
reissue,New York,2001,14
reissue,New York,2002,38
reissue,New York,2003,42
reissue,New York,2004,17
reissue,New York,2005,21
reissue,New York,2006,36
reissue,New York,2007,34
reissue,New York,2008,58
reissue,New York,2009,21
reissue,New York,2010,45
reissue,New York,2011,64
reissue,New York,2012,51
reissue,New York,2013,39
reissue,New York,2014,44
reissue,New York,2015,27
reissue,New York,2016,32
reissue,New York,2017,28
reissue,New York,2018,27
reissue,New York,2019,51
reissue,New York,2020,37
reissue,New York,2021,44
reissue,New York,2022,12
reissue,North Carolina,1976,3
reissue,North Carolina,1977,12
reissue,North Carolina,1978,8
reissue,North Carolina,1980,5
reissue,North Carolina,1981,14
reissue,North Carolina,1982,3
reissue,North Carolina,1983,3
reissue,North Carolina,1984,2
reissue,North Carolina,1985,5
reissue,North Carolina,1986,3
reissue,North Carolina,1988,9
reissue,North Carolina,1989,12
reissue,North Carolina,1990,4
reissue,North Carolina,1991,2
reissue,North Carolina,1992,2
reissue,North Carolina,1993,7
reissue,North Carolina,1994,2
reissue,North Carolina,1995,8
reissue,North Carolina,1996,5
reissue,North Carolina,1997,1
reissue,North Carolina,1998,19
reissue,North Carolina,1999,12
reissue,North Carolina,2000,11
reissue,North Carolina,2001,9
reissue,North Carolina,2002,9
reissue,North Carolina,2003,4
reissue,North Carolina,2004,8
reissue,North Carolina,2005,9
reissue,North Carolina,2006,8
reissue,North Carolina,2007,11
reissue,North Carolina,2008,14
reissue,North Carolina,2009,11
reissue,North Carolina,2010,23
reissue,North Carolina,2011,29
reissue,North Carolina,2012,24
reissue,North Carolina,2013,13
reissue,North Carolina,2014,30
reissue,North Carolina,2015,18
reissue,North Carolina,2016,16
reissue,North Carolina,2017,29
reissue,North Carolina,2018,15
reissue,North Carolina,2019,14
reissue,North Carolina,2020,16
reissue,North Carolina,2021,26
reissue,North Dakota,1980,1
reissue,North Dakota,1983,1
reissue,North Dakota,1984,2
reissue,North Dakota,1993,1
reissue,North Dakota,1997,2
reissue,North Dakota,2010,1
reissue,North Dakota,2011,2
reissue,North Dakota,2013,2
reissue,Ohio,1976,32
reissue,Ohio,1977,15
reissue,Ohio,1978,20
reissue,Ohio,1979,19
reissue,Ohio,1980,17
reissue,Ohio,1981,26
reissue,Ohio,1982,21
reissue,Ohio,1983,42
reissue,Ohio,1984,20
reissue,Ohio,1985,16
reissue,Ohio,1986,18
reissue,Ohio,1987,9
reissue,Ohio,1988,17
reissue,Ohio,1989,15
reissue,Ohio,1990,24
reissue,Ohio,1991,11
reissue,Ohio,1992,25
reissue,Ohio,1993,16
reissue,Ohio,1994,19
reissue,Ohio,1995,6
reissue,Ohio,1996,13
reissue,Ohio,1997,11
reissue,Ohio,1998,25
reissue,Ohio,1999,19
reissue,Ohio,2000,16
reissue,Ohio,2001,24
reissue,Ohio,2002,16
reissue,Ohio,2003,16
reissue,Ohio,2004,11
reissue,Ohio,2005,7
reissue,Ohio,2006,13
reissue,Ohio,2007,41
reissue,Ohio,2008,28
reissue,Ohio,2009,16
reissue,Ohio,2010,23
reissue,Ohio,2011,24
reissue,Ohio,2012,37
reissue,Ohio,2013,18
reissue,Ohio,2014,12
reissue,Ohio,2015,11
reissue,Ohio,2016,18
reissue,Ohio,2017,14
reissue,Ohio,2018,9
reissue,Ohio,2019,13
reissue,Ohio,2020,11
reissue,Ohio,2021,11
reissue,Ohio,2022,1
reissue,Oklahoma,1976,7
reissue,Oklahoma,1977,2
reissue,Oklahoma,1978,3
reissue,Oklahoma,1979,1
reissue,Oklahoma,1980,4
reissue,Oklahoma,1981,9
reissue,Oklahoma,1982,2
reissue,Oklahoma,1983,13
reissue,Oklahoma,1984,3
reissue,Oklahoma,1985,3
reissue,Oklahoma,1986,3
reissue,Oklahoma,1987,7
reissue,Oklahoma,1989,3
reissue,Oklahoma,1990,4
reissue,Oklahoma,1991,3
reissue,Oklahoma,1992,2
reissue,Oklahoma,1993,14
reissue,Oklahoma,1994,9
reissue,Oklahoma,1995,4
reissue,Oklahoma,1996,1
reissue,Oklahoma,1997,2
reissue,Oklahoma,1999,1
reissue,Oklahoma,2000,4
reissue,Oklahoma,2001,3
reissue,Oklahoma,2002,12
reissue,Oklahoma,2003,5
reissue,Oklahoma,2004,2
reissue,Oklahoma,2006,4
reissue,Oklahoma,2007,3
reissue,Oklahoma,2008,1
reissue,Oklahoma,2009,7
reissue,Oklahoma,2010,10
reissue,Oklahoma,2011,8
reissue,Oklahoma,2012,9
reissue,Oklahoma,2013,4
reissue,Oklahoma,2015,1
reissue,Oklahoma,2016,2
reissue,Oklahoma,2017,3
reissue,Oklahoma,2018,4
reissue,Oklahoma,2019,6
reissue,Oklahoma,2020,2
reissue,Oklahoma,2022,3
reissue,Oregon,1976,7
reissue,Oregon,1977,1
reissue,Oregon,1978,2
reissue,Oregon,1979,3
reissue,Oregon,1981,6
reissue,Oregon,1983,2
reissue,Oregon,1984,3
reissue,Oregon,1985,1
reissue,Oregon,1986,3
reissue,Oregon,1987,1
reissue,Oregon,1988,1
reissue,Oregon,1989,6
reissue,Oregon,1990,6
reissue,Oregon,1992,5
reissue,Oregon,1993,1
reissue,Oregon,1994,2
reissue,Oregon,1995,6
reissue,Oregon,1996,5
reissue,Oregon,1997,1
reissue,Oregon,1998,4
reissue,Oregon,1999,5
reissue,Oregon,2000,7
reissue,Oregon,2001,7
reissue,Oregon,2002,6
reissue,Oregon,2003,4
reissue,Oregon,2004,10
reissue,Oregon,2005,11
reissue,Oregon,2006,14
reissue,Oregon,2007,7
reissue,Oregon,2008,14
reissue,Oregon,2009,10
reissue,Oregon,2010,17
reissue,Oregon,2011,21
reissue,Oregon,2012,38
reissue,Oregon,2013,15
reissue,Oregon,2014,17
reissue,Oregon,2015,28
reissue,Oregon,2016,1
reissue,Oregon,2017,3
reissue,Oregon,2018,13
reissue,Oregon,2019,10
reissue,Oregon,2020,8
reissue,Oregon,2021,12
reissue,Oregon,2022,7
reissue,Pennsylvania,1976,43
reissue,Pennsylvania,1977,25
reissue,Pennsylvania,1978,33
reissue,Pennsylvania,1979,19
reissue,Pennsylvania,1980,43
reissue,Pennsylvania,1981,16
reissue,Pennsylvania,1982,23
reissue,Pennsylvania,1983,19
reissue,Pennsylvania,1984,20
reissue,Pennsylvania,1985,17
reissue,Pennsylvania,1986,22
reissue,Pennsylvania,1987,14
reissue,Pennsylvania,1988,13
reissue,Pennsylvania,1989,14
reissue,Pennsylvania,1990,30
reissue,Pennsylvania,1991,16
reissue,Pennsylvania,1992,14
reissue,Pennsylvania,1993,8
reissue,Pennsylvania,1994,7
reissue,Pennsylvania,1995,18
reissue,Pennsylvania,1996,13
reissue,Pennsylvania,1997,15
reissue,Pennsylvania,1998,23
reissue,Pennsylvania,1999,26
reissue,Pennsylvania,2000,43
reissue,Pennsylvania,2001,29
reissue,Pennsylvania,2002,30
reissue,Pennsylvania,2003,18
reissue,Pennsylvania,2004,15
reissue,Pennsylvania,2005,6
reissue,Pennsylvania,2006,26
reissue,Pennsylvania,2007,26
reissue,Pennsylvania,2008,22
reissue,Pennsylvania,2009,14
reissue,Pennsylvania,2010,52
reissue,Pennsylvania,2011,48
reissue,Pennsylvania,2012,35
reissue,Pennsylvania,2013,49
reissue,Pennsylvania,2014,12
reissue,Pennsylvania,2015,17
reissue,Pennsylvania,2016,9
reissue,Pennsylvania,2017,19
reissue,Pennsylvania,2018,13
reissue,Pennsylvania,2019,26
reissue,Pennsylvania,2020,10
reissue,Pennsylvania,2021,11
reissue,Pennsylvania,2022,6
reissue,Puerto Rico,1989,1
reissue,Rhode Island,1976,2
reissue,Rhode Island,1977,2
reissue,Rhode Island,1978,3
reissue,Rhode Island,1979,5
reissue,Rhode Island,1981,1
reissue,Rhode Island,1984,1
reissue,Rhode Island,1986,1
reissue,Rhode Island,1987,2
reissue,Rhode Island,1989,4
reissue,Rhode Island,1994,3
reissue,Rhode Island,1995,5
reissue,Rhode Island,1997,3
reissue,Rhode Island,2000,3
reissue,Rhode Island,2001,1
reissue,Rhode Island,2002,2
reissue,Rhode Island,2003,1
reissue,Rhode Island,2004,5
reissue,Rhode Island,2005,1
reissue,Rhode Island,2006,2
reissue,Rhode Island,2007,2
reissue,Rhode Island,2008,1
reissue,Rhode Island,2010,5
reissue,Rhode Island,2011,3
reissue,Rhode Island,2012,3
reissue,Rhode Island,2013,6
reissue,Rhode Island,2014,3
reissue,Rhode Island,2015,2
reissue,Rhode Island,2017,6
reissue,Rhode Island,2018,2
reissue,Rhode Island,2019,3
reissue,Rhode Island,2020,3
reissue,Rhode Island,2021,2
reissue,Rhode Island,2022,1
reissue,South Carolina,1976,1
reissue,South Carolina,1977,7
reissue,South Carolina,1978,3
reissue,South Carolina,1979,4
reissue,South Carolina,1980,1
reissue,South Carolina,1981,2
reissue,South Carolina,1982,6
reissue,South Carolina,1983,6
reissue,South Carolina,1984,2
reissue,South Carolina,1985,4
reissue,South Carolina,1986,2
reissue,South Carolina,1987,3
reissue,South Carolina,1989,3
reissue,South Carolina,1990,8
reissue,South Carolina,1991,5
reissue,South Carolina,1992,2
reissue,South Carolina,1993,2
reissue,South Carolina,1994,3
reissue,South Carolina,1995,1
reissue,South Carolina,1996,1
reissue,South Carolina,1997,2
reissue,South Carolina,1998,4
reissue,South Carolina,1999,6
reissue,South Carolina,2000,3
reissue,South Carolina,2001,1
reissue,South Carolina,2002,11
reissue,South Carolina,2003,3
reissue,South Carolina,2004,1
reissue,South Carolina,2005,5
reissue,South Carolina,2006,2
reissue,South Carolina,2008,2
reissue,South Carolina,2009,2
reissue,South Carolina,2010,3
reissue,South Carolina,2011,3
reissue,South Carolina,2012,11
reissue,South Carolina,2013,3
reissue,South Carolina,2014,1
reissue,South Carolina,2016,4
reissue,South Carolina,2017,3
reissue,South Carolina,2018,1
reissue,South Carolina,2019,5
reissue,South Carolina,2021,2
reissue,South Dakota,1991,1
reissue,South Dakota,2003,1
reissue,South Dakota,2014,1
reissue,Tennessee,1976,1
reissue,Tennessee,1977,4
reissue,Tennessee,1978,6
reissue,Tennessee,1979,1
reissue,Tennessee,1981,2
reissue,Tennessee,1982,5
reissue,Tennessee,1984,2
reissue,Tennessee,1985,1
reissue,Tennessee,1986,1
reissue,Tennessee,1987,1
reissue,Tennessee,1989,3
reissue,Tennessee,1990,3
reissue,Tennessee,1991,2
reissue,Tennessee,1992,9
reissue,Tennessee,1993,6
reissue,Tennessee,1994,1
reissue,Tennessee,1995,2
reissue,Tennessee,1996,5
reissue,Tennessee,1997,2
reissue,Tennessee,1998,7
reissue,Tennessee,1999,4
reissue,Tennessee,2000,8
reissue,Tennessee,2001,12
reissue,Tennessee,2003,3
reissue,Tennessee,2004,1
reissue,Tennessee,2005,3
reissue,Tennessee,2006,11
reissue,Tennessee,2007,1
reissue,Tennessee,2008,8
reissue,Tennessee,2009,9
reissue,Tennessee,2010,12
reissue,Tennessee,2011,17
reissue,Tennessee,2012,11
reissue,Tennessee,2013,13
reissue,Tennessee,2014,6
reissue,Tennessee,2015,12
reissue,Tennessee,2016,12
reissue,Tennessee,2017,16
reissue,Tennessee,2018,2
reissue,Tennessee,2019,2
reissue,Tennessee,2020,13
reissue,Tennessee,2021,2
reissue,Tennessee,2022,1
reissue,Texas,1976,4
reissue,Texas,1977,26
reissue,Texas,1978,21
reissue,Texas,1979,16
reissue,Texas,1980,11
reissue,Texas,1981,17
reissue,Texas,1982,11
reissue,Texas,1983,23
reissue,Texas,1984,18
reissue,Texas,1985,17
reissue,Texas,1986,11
reissue,Texas,1987,18
reissue,Texas,1988,10
reissue,Texas,1989,20
reissue,Texas,1990,27
reissue,Texas,1991,13
reissue,Texas,1992,30
reissue,Texas,1993,17
reissue,Texas,1994,21
reissue,Texas,1995,23
reissue,Texas,1996,19
reissue,Texas,1997,24
reissue,Texas,1998,17
reissue,Texas,1999,41
reissue,Texas,2000,48
reissue,Texas,2001,36
reissue,Texas,2002,26
reissue,Texas,2003,25
reissue,Texas,2004,18
reissue,Texas,2005,7
reissue,Texas,2006,39
reissue,Texas,2007,46
reissue,Texas,2008,36
reissue,Texas,2009,33
reissue,Texas,2010,73
reissue,Texas,2011,84
reissue,Texas,2012,62
reissue,Texas,2013,56
reissue,Texas,2014,72
reissue,Texas,2015,24
reissue,Texas,2016,59
reissue,Texas,2017,38
reissue,Texas,2018,56
reissue,Texas,2019,50
reissue,Texas,2020,41
reissue,Texas,2021,36
reissue,Texas,2022,7
reissue,Utah,1976,7
reissue,Utah,1977,1
reissue,Utah,1979,3
reissue,Utah,1982,1
reissue,Utah,1983,3
reissue,Utah,1984,1
reissue,Utah,1985,2
reissue,Utah,1986,3
reissue,Utah,1988,1
reissue,Utah,1989,2
reissue,Utah,1990,2
reissue,Utah,1991,1
reissue,Utah,1992,10
reissue,Utah,1993,5
reissue,Utah,1994,3
reissue,Utah,1995,6
reissue,Utah,1996,6
reissue,Utah,1997,2
reissue,Utah,1998,2
reissue,Utah,1999,4
reissue,Utah,2000,10
reissue,Utah,2001,3
reissue,Utah,2003,2
reissue,Utah,2004,1
reissue,Utah,2005,8
reissue,Utah,2006,11
reissue,Utah,2007,5
reissue,Utah,2009,8
reissue,Utah,2010,16
reissue,Utah,2011,13
reissue,Utah,2012,38
reissue,Utah,2013,21
reissue,Utah,2014,9
reissue,Utah,2015,13
reissue,Utah,2016,9
reissue,Utah,2017,1
reissue,Utah,2019,3
reissue,Utah,2021,10
reissue,Utah,2022,9
reissue,Vermont,1976,2
reissue,Vermont,1977,1
reissue,Vermont,1981,2
reissue,Vermont,1982,1
reissue,Vermont,1986,1
reissue,Vermont,1987,2
reissue,Vermont,1991,1
reissue,Vermont,1992,3
reissue,Vermont,1995,1
reissue,Vermont,1996,1
reissue,Vermont,1999,1
reissue,Vermont,2000,2
reissue,Vermont,2003,2
reissue,Vermont,2006,3
reissue,Vermont,2008,1
reissue,Vermont,2011,3
reissue,Vermont,2013,2
reissue,Vermont,2015,2
reissue,Vermont,2016,1
reissue,Vermont,2017,4
reissue,Vermont,2018,2
reissue,Vermont,2020,1
reissue,Vermont,2021,2
reissue,Virginia,1976,7
reissue,Virginia,1977,3
reissue,Virginia,1978,4
reissue,Virginia,1979,3
reissue,Virginia,1980,10
reissue,Virginia,1981,6
reissue,Virginia,1982,3
reissue,Virginia,1983,10
reissue,Virginia,1984,3
reissue,Virginia,1985,10
reissue,Virginia,1986,6
reissue,Virginia,1987,1
reissue,Virginia,1988,2
reissue,Virginia,1989,4
reissue,Virginia,1991,5
reissue,Virginia,1992,3
reissue,Virginia,1993,6
reissue,Virginia,1994,6
reissue,Virginia,1995,2
reissue,Virginia,1996,3
reissue,Virginia,1997,7
reissue,Virginia,1998,2
reissue,Virginia,1999,3
reissue,Virginia,2000,13
reissue,Virginia,2001,5
reissue,Virginia,2002,5
reissue,Virginia,2003,10
reissue,Virginia,2004,5
reissue,Virginia,2005,8
reissue,Virginia,2006,22
reissue,Virginia,2007,9
reissue,Virginia,2008,11
reissue,Virginia,2009,5
reissue,Virginia,2010,16
reissue,Virginia,2011,20
reissue,Virginia,2012,24
reissue,Virginia,2013,18
reissue,Virginia,2014,18
reissue,Virginia,2015,8
reissue,Virginia,2016,2
reissue,Virginia,2017,5
reissue,Virginia,2018,17
reissue,Virginia,2019,2
reissue,Virginia,2020,18
reissue,Virginia,2021,13
reissue,Washington,1976,9
reissue,Washington,1977,4
reissue,Washington,1978,9
reissue,Washington,1979,1
reissue,Washington,1980,1
reissue,Washington,1981,5
reissue,Washington,1983,2
reissue,Washington,1984,3
reissue,Washington,1985,3
reissue,Washington,1986,2
reissue,Washington,1987,5
reissue,Washington,1988,5
reissue,Washington,1989,4
reissue,Washington,1990,3
reissue,Washington,1991,5
reissue,Washington,1992,17
reissue,Washington,1993,11
reissue,Washington,1994,7
reissue,Washington,1995,10
reissue,Washington,1996,2
reissue,Washington,1997,6
reissue,Washington,1998,8
reissue,Washington,1999,7
reissue,Washington,2000,23
reissue,Washington,2001,6
reissue,Washington,2002,12
reissue,Washington,2003,14
reissue,Washington,2004,9
reissue,Washington,2005,2
reissue,Washington,2006,17
reissue,Washington,2007,16
reissue,Washington,2008,30
reissue,Washington,2009,22
reissue,Washington,2010,39
reissue,Washington,2011,59
reissue,Washington,2012,27
reissue,Washington,2013,38
reissue,Washington,2014,29
reissue,Washington,2015,15
reissue,Washington,2016,13
reissue,Washington,2017,19
reissue,Washington,2018,19
reissue,Washington,2019,27
reissue,Washington,2020,18
reissue,Washington,2021,16
reissue,Washington,2022,2
reissue,West Virginia,1977,2
reissue,West Virginia,1978,1
reissue,West Virginia,1980,1
reissue,West Virginia,1981,3
reissue,West Virginia,1985,1
reissue,West Virginia,1988,7
reissue,West Virginia,1991,1
reissue,West Virginia,1992,1
