node1,node2,year,patent_counts
F02,B62,2017,30
H05,G11,2022,30
B60,B65,2013,30
G06,C08,2019,30
C23,C08,2014,30
G11,G02,2017,30
B82,H05,2012,30
C23,F01,2014,30
F01,G06,2020,30
G09,B60,2013,30
B32,B01,2018,30
G11,H05,2012,30
G02,G07,2021,30
C23,B29,2020,30
H05,B62,2020,30
C23,F16,2014,30
Y02,G09,2012,30
G06,C09,2011,30
G03,H02,2013,30
B65,H04,2013,30
G07,H02,2020,30
G02,B01,2021,30
H03,G09,2013,30
B62,H05,2019,30
C07,G16,2020,30
B01,B65,2013,30
G06,F05,2019,30
G03,B29,2013,30
B32,H02,2017,30
F16,G07,2017,30
Y10,G02,2022,30
F02,H04,2020,30
B23,G02,2013,30
C23,C07,2013,30
A61,B32,2011,30
B60,C08,2011,30
G07,F02,2020,29
H03,A61,2015,29
B23,G06,2022,29
B65,C08,2018,29
H05,B82,2021,29
B01,G06,2018,29
B65,C09,2015,29
C08,F16,2012,29
F01,C23,2015,29
H02,F02,2012,29
G03,F16,2012,29
H04,F16,2013,29
H02,B65,2022,29
B62,H02,2013,29
H02,F02,2011,29
H05,B29,2013,29
F01,B32,2021,29
B82,B01,2022,29
B32,H04,2022,29
C23,B29,2017,29
B65,C09,2018,29
H03,G16,2021,29
C09,G09,2016,29
H01,F05,2017,29
G03,B60,2018,29
H05,C07,2020,29
G07,G02,2015,29
B32,G01,2015,29
H03,B62,2021,29
B65,B32,2011,29
F01,G06,2021,29
B23,G06,2015,29
B82,C23,2019,29
B65,G09,2015,29
H01,G16,2012,29
G03,A61,2014,29
H03,A61,2021,29
B23,A61,2022,29
B82,B29,2013,29
B23,H02,2022,29
G09,B65,2017,29
G02,C23,2014,29
B32,G03,2018,29
B62,F02,2019,29
H01,G07,2017,29
G07,F16,2020,29
B32,B01,2014,29
G03,G11,2013,29
B29,H05,2012,29
G07,H01,2014,29
C12,G06,2015,29
B65,C09,2016,29
C08,C12,2011,29
G16,G02,2019,29
G02,B01,2017,29
C23,B01,2015,29
F01,H05,2021,29
C23,F05,2016,29
G02,B01,2015,29
H03,G09,2012,29
F02,G06,2017,29
G09,B65,2015,29
F02,B62,2021,29
B65,B23,2013,28
H05,F01,2019,28
C09,G09,2017,28
B60,B65,2012,28
G11,G03,2013,28
G16,G07,2012,28
H01,G16,2013,28
C12,G06,2016,28
Y10,H02,2022,28
B65,H01,2011,28
C23,A61,2016,28
F02,H01,2011,28
B82,H05,2020,28
G06,B23,2022,28
F01,G07,2020,28
Y02,G09,2011,28
B82,B29,2011,28
B01,H04,2019,28
B65,G09,2014,28
G16,B65,2020,28
B60,G03,2017,28
H05,B01,2015,28
B01,B32,2014,28
F16,C23,2012,28
C12,G06,2014,28
F05,B01,2019,28
B23,A61,2012,28
B60,G09,2014,28
B82,G03,2019,28
G11,G03,2014,28
B01,G16,2019,28
B01,G02,2014,28
B65,C08,2014,28
B29,F05,2014,28
B32,G09,2022,28
G09,B60,2014,28
G02,H03,2017,28
B60,B23,2014,28
G07,B62,2019,28
C08,C23,2015,28
H01,B62,2015,28
C09,G06,2018,28
G16,C07,2020,28
B23,B62,2021,28
B65,H01,2013,28
F05,G01,2013,28
F16,C23,2013,28
B23,H02,2015,28
G09,C09,2019,28
H02,F01,2013,28
C23,F05,2015,28
B23,H04,2017,28
C23,G03,2021,28
G02,F16,2014,28
C12,B65,2020,28
B32,G01,2022,28
C09,G06,2022,28
C09,B65,2022,28
B65,H01,2012,28
B82,C08,2022,28
B23,B32,2012,28
B62,A61,2014,28
B29,G01,2012,28
G09,B65,2018,28
B32,F01,2017,28
G06,C09,2016,28
B82,C07,2018,28
B23,B62,2018,28
H02,G16,2016,28
B60,C09,2018,28
G09,G16,2011,28
C12,C09,2018,28
G09,F16,2016,28
G07,Y10,2021,28
Y02,G03,2011,28
B29,H02,2021,28
B82,A61,2022,28
B65,C08,2016,28
F16,C23,2022,27
B01,B23,2016,27
G09,G03,2011,27
H03,H05,2012,27
F16,G09,2016,27
B32,B01,2013,27
B29,H04,2013,27
G09,B29,2019,27
B60,H05,2012,27
G06,F01,2020,27
F05,B60,2019,27
H03,G02,2015,27
G16,B65,2017,27
A61,C23,2011,27
G07,F02,2019,27
H02,B01,2020,27
G11,H02,2018,27
H01,F05,2020,27
G01,B32,2016,27
G06,C09,2017,27
B01,G02,2018,27
H05,B62,2019,27
G07,F16,2019,27
G06,C23,2019,27
B60,B32,2015,27
B32,C23,2012,27
G02,G16,2022,27
B01,C23,2012,27
H01,C12,2018,27
Y02,G03,2012,27
B65,G02,2021,27
Y10,G03,2021,27
G16,H01,2019,27
C12,H01,2013,27
Y10,H03,2019,27
B62,G06,2013,27
B01,G16,2017,27
G16,Y10,2020,27
B29,F05,2022,27
B60,H03,2015,27
B82,H05,2013,27
G07,H01,2015,27
H03,H05,2011,27
G01,B23,2012,27
B23,B62,2015,27
B32,B82,2013,27
H04,B82,2017,27
B65,G16,2019,27
G07,H05,2020,27
G09,B65,2021,27
C09,G06,2016,27
B01,B23,2020,27
F16,G09,2018,27
C23,G02,2022,27
B65,H04,2012,27
B62,B29,2020,27
C23,G11,2011,27
B01,B60,2022,27
H02,B62,2011,27
B82,B29,2017,27
B23,G02,2011,27
C12,G06,2018,27
B62,A61,2020,27
G01,B32,2015,27
G02,G16,2018,27
F01,H01,2016,27
G02,B01,2016,27
B60,F05,2020,27
H05,C07,2021,27
G09,Y10,2022,26
G03,C23,2018,26
B65,B60,2012,26
B62,B65,2016,26
C09,H04,2021,26
B32,F01,2016,26
H01,F01,2013,26
C07,C23,2015,26
G07,H02,2017,26
C09,H04,2020,26
B23,B62,2016,26
B82,C23,2020,26
F01,C23,2016,26
C23,G06,2017,26
F02,H05,2018,26
G07,H05,2016,26
F02,G06,2015,26
C23,C07,2018,26
F05,C23,2011,26
G02,B23,2022,26
H05,C23,2022,26
G11,G03,2017,26
B23,B65,2018,26
B32,B62,2015,26
A61,C23,2013,26
G09,G03,2022,26
G01,C23,2013,26
F16,C23,2014,26
B32,F01,2021,26
C23,G03,2015,26
G03,C23,2021,26
H05,B82,2020,26
B65,H05,2014,26
C09,H02,2019,26
H03,B60,2022,26
B32,C07,2019,26
H03,Y10,2022,26
H04,F02,2019,26
G16,H01,2016,26
B29,H04,2022,26
F16,G07,2022,26
B32,B23,2022,26
H02,B62,2012,26
B82,C23,2021,26
B29,B62,2018,26
G06,B01,2016,26
F02,G06,2022,26
B60,G03,2016,26
B32,F02,2020,26
C23,G02,2012,26
A61,B62,2013,26
Y10,H04,2022,26
G11,F16,2014,26
C23,B32,2011,26
F01,H02,2013,26
B32,B62,2018,26
H04,B82,2012,26
F01,B29,2018,26
B65,G16,2017,26
B23,F02,2015,26
B60,G16,2020,26
C07,C23,2020,26
G03,G11,2017,26
C23,A61,2014,26
B65,B01,2011,26
B01,B32,2013,25
B01,B23,2014,25
G01,C08,2011,25
B32,B01,2011,25
G01,B32,2018,25
B65,C12,2019,25
B65,B01,2014,25
G01,B62,2012,25
B32,B82,2012,25
B65,H05,2022,25
F02,H05,2019,25
B65,G16,2018,25
G11,B82,2022,25
G07,G09,2013,25
C09,B65,2014,25
G02,B01,2020,25
C12,B82,2022,25
G16,B01,2021,25
G01,C23,2022,25
B62,B29,2019,25
B01,G02,2022,25
G16,H01,2020,25
G09,C09,2021,25
B29,H04,2014,25
B23,G02,2012,25
B32,F01,2018,25
G07,H05,2017,25
F16,G02,2012,25
B62,G06,2014,25
C09,G09,2022,25
G16,G07,2013,25
B60,G16,2021,25
H05,B01,2018,25
C23,F05,2012,25
G09,B65,2014,25
Y10,F05,2021,25
C09,B60,2018,25
C08,C23,2012,25
B82,B32,2016,25
H05,B82,2019,25
B01,H04,2015,25
C12,G06,2013,25
G16,Y10,2022,25
C23,B01,2013,25
C23,G02,2013,25
F05,B60,2020,25
B29,H05,2011,25
H05,F01,2020,25
G03,B32,2017,25
G01,C08,2013,25
G07,G16,2022,25
G06,C09,2022,25
B32,G03,2015,25
C08,C23,2013,25
C23,A61,2017,25
F05,H01,2021,25
H04,C09,2011,25
F16,C09,2015,25
Y10,G09,2021,25
B01,G03,2015,25
B60,G09,2013,25
H01,G16,2018,25
F01,H05,2016,25
H02,G07,2016,25
F05,C23,2013,25
G07,H05,2021,25
B62,H05,2020,25
B65,G09,2016,25
A61,B23,2022,25
H02,B29,2019,25
F02,B29,2020,25
G09,A61,2011,25
C12,G02,2019,25
G09,B65,2013,24
B32,B82,2018,24
H03,G07,2020,24
G11,G07,2019,24
F01,B62,2020,24
G16,H01,2021,24
G11,C23,2013,24
G02,C12,2019,24
B29,G09,2021,24
B60,B32,2013,24
B29,G09,2017,24
G07,A61,2012,24
B01,B65,2011,24
G06,C23,2017,24
G06,C23,2020,24
B23,H04,2016,24
G16,H03,2021,24
G02,C12,2021,24
B23,B60,2014,24
F16,G02,2014,24
G11,G07,2020,24
C23,A61,2020,24
H04,C09,2021,24
G16,H01,2014,24
B82,G11,2020,24
H01,G07,2015,24
G03,F16,2011,24
B62,B65,2015,24
C07,C23,2014,24
G07,H02,2016,24
B62,B23,2019,24
F16,B01,2022,24
C07,C23,2018,24
G09,H02,2022,24
G09,B32,2017,24
H04,F02,2021,24
B23,C09,2021,24
C09,G06,2017,24
G03,B32,2016,24
C07,C23,2011,24
G09,B32,2021,24
B60,H03,2013,24
H02,B65,2014,24
H05,G07,2017,24
G06,C12,2013,24
G02,B65,2018,24
G11,B82,2018,24
F05,G06,2019,24
G02,C07,2012,24
G09,B32,2016,24
F16,G07,2019,24
F01,H05,2017,24
B62,H05,2018,24
H01,F05,2019,24
B65,C08,2022,24
G16,B65,2021,24
B01,G06,2013,24
G11,B65,2019,24
C07,H05,2022,24
G11,G07,2012,24
C23,G06,2019,24
G01,C08,2012,24
C23,G11,2013,24
B65,G02,2017,24
B01,G06,2011,24
C09,F01,2019,24
G16,G02,2022,24
C23,C08,2013,24
F16,C08,2015,24
C12,B65,2017,23
G09,B29,2016,23
G09,B60,2012,23
C23,G01,2011,23
F16,C08,2013,23
F01,B23,2011,23
C12,C09,2014,23
B01,H04,2020,23
G11,H05,2022,23
A61,B62,2022,23
G01,C23,2014,23
C08,C23,2011,23
B01,F05,2018,23
G07,G09,2012,23
C23,F05,2013,23
B82,B29,2019,23
B62,H01,2017,23
G09,B29,2017,23
G03,B32,2021,23
F01,Y10,2022,23
G06,F02,2015,23
H02,G07,2018,23
G06,C12,2015,23
C23,G01,2013,23
G06,C08,2021,23
B60,F05,2019,23
C23,B23,2012,23
H04,B82,2016,23
B65,H04,2011,23
C23,A61,2015,23
B23,B29,2012,23
B65,B62,2013,23
B32,B01,2012,23
B62,F02,2017,23
H02,G07,2022,23
G06,C23,2018,23
H05,B29,2011,23
B62,B23,2021,23
H03,A61,2012,23
C23,F02,2021,23
C09,F16,2014,23
G16,H02,2021,23
C09,B65,2012,23
Y10,H03,2018,23
G06,B32,2014,23
C08,H02,2019,23
B23,H04,2018,23
G07,G02,2016,23
B29,F05,2013,23
G01,B62,2011,23
B65,B62,2022,23
G01,F05,2012,23
B62,F02,2021,23
C23,F16,2012,23
B23,C23,2012,23
B82,H03,2020,23
B82,G03,2018,23
C23,G06,2021,23
G16,H05,2018,23
C12,H04,2021,23
H04,B23,2018,23
G03,G11,2015,23
C23,A61,2013,23
G02,B65,2016,23
G01,B29,2012,23
C08,G01,2011,23
Y10,G16,2020,23
G16,H01,2015,23
F05,C09,2019,23
B01,H02,2021,23
G06,C07,2021,23
B82,H05,2021,23
C08,C23,2022,23
H03,G02,2022,23
G11,G07,2015,23
F02,B62,2012,23
C12,H01,2021,23
B32,G09,2012,23
C07,G16,2015,23
F01,H01,2018,23
H02,G03,2012,23
H01,G07,2013,23
C08,G06,2018,23
H05,F02,2018,23
B01,H02,2018,23
C09,B65,2013,23
G02,H03,2014,23
C12,B65,2021,23
C12,H01,2014,23
H05,B65,2013,23
G02,C23,2013,23
C09,B60,2017,23
B32,B01,2022,23
C12,H05,2018,23
G11,G03,2016,23
H04,F02,2020,23
H02,G07,2017,22
B62,F02,2020,22
B62,B23,2015,22
H02,G16,2015,22
H04,B23,2015,22
G02,G16,2017,22
B65,G02,2011,22
G11,C23,2015,22
B60,C09,2012,22
B60,B01,2018,22
B29,C23,2015,22
B29,B62,2022,22
B01,H04,2017,22
G06,C12,2016,22
B29,C07,2019,22
G11,C23,2012,22
A61,H03,2012,22
G02,C23,2015,22
C23,B29,2018,22
F16,G07,2021,22
F16,B32,2012,22
B29,B62,2014,22
C23,B01,2012,22
G07,B62,2017,22
C23,C07,2015,22
C09,B29,2011,22
F16,G07,2018,22
H03,A61,2014,22
H05,F16,2011,22
B01,G02,2011,22
C08,G06,2017,22
G03,C23,2013,22
G06,B29,2012,22
B23,F05,2011,22
G06,F01,2019,22
G03,A61,2013,22
H03,A61,2022,22
Y10,B62,2022,22
G11,H02,2022,22
B65,H05,2013,22
F01,B32,2016,22
F01,B62,2019,22
H03,G02,2018,22
F05,G06,2022,22
B29,F01,2022,22
B62,H01,2018,22
B23,G09,2019,22
C23,F05,2011,22
B65,C09,2022,22
C23,C07,2012,22
G06,C07,2019,22
F16,B32,2013,22
B65,G02,2014,22
B82,H05,2019,22
B65,C12,2016,22
C23,G11,2016,22
H01,F05,2016,22
G07,A61,2011,22
B23,B01,2017,22
B65,C09,2013,22
F02,H04,2021,22
B23,A61,2011,22
C07,C23,2016,22
C23,B65,2020,22
G06,B01,2017,22
G07,G02,2020,22
G06,F05,2020,22
H04,B29,2022,22
G06,B01,2022,22
B62,F02,2016,22
F02,H05,2016,22
G02,B65,2017,22
G07,G09,2022,22
F01,C23,2017,22
C23,C08,2011,22
F01,H05,2018,22
Y10,G11,2018,22
B29,H02,2018,22
C23,G11,2014,22
B62,G01,2012,22
G16,C07,2018,22
G07,B62,2018,22
B82,B29,2021,22
G03,C23,2015,22
B23,G06,2016,22
G06,C12,2014,22
G09,B29,2021,22
B01,B23,2018,22
B23,B01,2021,22
B62,G07,2022,22
H04,B23,2017,22
F05,C23,2017,22
G02,B01,2018,22
H05,B62,2021,22
B01,H05,2011,22
G07,G09,2011,22
F01,C09,2019,21
B29,F01,2014,21
C12,C09,2012,21
G09,B60,2011,21
C23,F05,2022,21
B23,B60,2022,21
C23,F16,2011,21
G09,B29,2014,21
G09,G07,2022,21
G07,F16,2021,21
C08,H02,2020,21
G03,B32,2020,21
B29,C23,2022,21
H02,B29,2017,21
H02,G16,2021,21
G02,B65,2021,21
A61,H03,2011,21
G16,B01,2020,21
G06,C09,2015,21
C07,G16,2013,21
G09,G16,2012,21
C09,C12,2012,21
B01,B32,2012,21
F01,H01,2014,21
B32,G01,2014,21
G02,C23,2012,21
H05,B01,2022,21
C12,C09,2013,21
Y10,B01,2022,21
G06,F01,2021,21
C23,F05,2014,21
F02,B29,2019,21
G03,H02,2011,21
F05,B29,2014,21
B32,G09,2013,21
H01,G07,2012,21
H02,B23,2014,21
G02,B01,2011,21
H01,F01,2014,21
C23,C08,2012,21
C23,G06,2020,21
F01,H01,2022,21
H03,A61,2013,21
F01,G07,2019,21
B60,B65,2011,21
B82,H03,2016,21
A61,B62,2011,21
F05,B29,2017,21
G02,C07,2011,21
G03,A61,2011,21
B32,G03,2014,21
B65,G02,2019,21
H05,B01,2013,21
G09,B32,2015,21
B60,B23,2022,21
F05,C23,2016,21
B29,F05,2011,21
G02,C23,2022,21
G16,B65,2016,21
F01,B29,2017,21
A61,G11,2021,21
F16,G11,2016,21
B65,G09,2022,21
G16,G07,2022,21
F05,B01,2018,21
B82,B29,2018,21
C09,B60,2016,21
B82,B32,2020,21
G02,H03,2016,21
G09,B29,2018,21
B23,G03,2015,21
F02,G06,2016,21
F01,C23,2012,21
C23,C08,2022,21
A61,B62,2012,21
F05,B60,2021,21
C12,B29,2021,21
H01,G07,2011,21
C23,F02,2018,20
B32,F05,2022,20
B29,H02,2016,20
B60,C09,2017,20
C23,G03,2014,20
H02,G09,2022,20
G06,B29,2013,20
F16,H05,2011,20
C12,G02,2021,20
C09,B60,2014,20
C07,G16,2022,20
C12,G02,2016,20
C09,B65,2011,20
G09,C09,2015,20
B65,G09,2012,20
F02,H05,2020,20
F02,C23,2020,20
B23,C09,2018,20
B32,H02,2018,20
C12,H01,2022,20
H05,F01,2017,20
G07,H01,2011,20
F16,C09,2014,20
B32,H02,2016,20
G11,F16,2013,20
F02,Y10,2022,20
B01,B32,2011,20
B23,H04,2015,20
B23,B29,2011,20
B65,G02,2018,20
H05,F02,2019,20
F16,H05,2012,20
C09,B60,2015,20
B62,B29,2016,20
B01,G03,2019,20
F05,B60,2017,20
F02,H05,2017,20
B82,B32,2019,20
B23,C09,2015,20
C08,G09,2019,20
G06,C12,2017,20
G06,C23,2021,20
H02,G07,2014,20
H03,B62,2022,20
B62,G07,2017,20
G06,B01,2018,20
G03,B82,2022,20
H03,B82,2020,20
C12,B65,2016,20
H04,C09,2017,20
G01,C23,2012,20
B32,F01,2015,20
G11,C23,2019,20
Y02,G16,2011,20
B62,B23,2016,20
G02,G11,2022,20
B32,F02,2022,20
B82,B29,2020,20
G06,B62,2014,20
G07,H02,2022,20
C08,H04,2020,20
H02,G09,2015,20
B62,H04,2015,20
H02,G09,2014,20
H04,B32,2021,20
H05,F16,2012,20
A61,C23,2022,20
G06,F02,2016,20
G06,C08,2020,20
H01,F05,2021,20
G16,H01,2017,20
C23,G01,2022,20
G11,C23,2014,20
B82,G06,2018,20
H05,F01,2021,20
G03,C23,2012,20
G09,B32,2018,20
G02,C07,2022,20
G16,G02,2018,20
H02,B01,2019,20
G03,G07,2011,20
G07,G03,2011,20
B62,F02,2018,20
B23,C08,2021,20
H04,B62,2015,20
B23,H02,2018,20
C23,G06,2018,20
B82,B29,2012,20
B32,C07,2020,20
F01,B32,2018,20
G02,F16,2013,19
F02,C23,2019,19
G03,B60,2016,19
G11,C23,2017,19
B62,H01,2016,19
B65,C08,2011,19
G02,B01,2022,19
C23,G11,2012,19
G11,C08,2013,19
B62,G01,2011,19
F01,G06,2019,19
G16,C07,2013,19
B32,B62,2016,19
G07,H01,2016,19
B65,C12,2018,19
F02,B23,2015,19
B32,B23,2012,19
B65,G16,2022,19
H05,G16,2019,19
H02,G16,2017,19
G06,B29,2011,19
C23,F01,2022,19
C07,G16,2016,19
G11,G02,2021,19
G07,G02,2021,19
Y10,G11,2019,19
B23,G03,2019,19
B65,G16,2016,19
G03,C07,2022,19
F01,B62,2021,19
C09,B23,2021,19
G11,G03,2019,19
B29,H02,2014,19
B82,B32,2021,19
G03,A61,2012,19
B62,B29,2021,19
C23,G03,2013,19
C08,G11,2014,19
H04,B82,2019,19
G03,B23,2017,19
G06,F01,2017,19
C23,C07,2022,19
G16,C07,2016,19
G11,G07,2018,19
G16,C07,2022,19
F05,B29,2015,19
G16,G11,2021,19
F05,B32,2022,19
H04,B29,2012,19
B01,G03,2020,19
B23,B65,2012,19
C08,H04,2021,19
H04,F05,2019,19
C23,F16,2022,19
B01,G16,2022,19
B82,G06,2022,19
C09,F01,2021,19
F05,B23,2011,19
F02,B29,2021,19
B60,F01,2011,19
G09,H02,2014,19
F02,B62,2014,19
C07,G16,2014,19
G03,A61,2018,19
F01,G06,2018,19
B32,F05,2018,19
F05,B29,2016,19
B60,B01,2016,19
H01,G07,2022,19
B65,G02,2015,19
B65,B60,2011,19
F16,G09,2015,19
B62,B32,2021,19
G16,B65,2018,19
F01,B32,2022,19
F01,H01,2013,19
B29,F02,2018,19
H05,G07,2022,19
B23,B01,2020,19
C09,C12,2011,19
C07,G02,2011,19
B62,G07,2018,19
B65,G09,2013,19
B01,F05,2017,19
G16,C07,2012,19
F01,C23,2013,19
C09,G06,2015,19
H02,B29,2016,19
H03,B82,2016,19
H05,B62,2018,19
B23,G09,2021,19
G01,B32,2022,19
C23,G01,2012,19
B29,H02,2015,19
H03,G16,2022,19
H02,B23,2022,19
C23,F02,2020,19
G03,B01,2017,19
B01,H02,2017,18
H04,B23,2016,18
B32,H02,2022,18
B23,B62,2014,18
H04,B01,2020,18
B29,C12,2019,18
B82,G11,2021,18
F02,H05,2021,18
B82,H05,2018,18
B01,F05,2016,18
C08,G06,2016,18
B01,B60,2013,18
F02,B23,2022,18
G06,B82,2018,18
C23,B29,2016,18
B01,B60,2015,18
B82,C23,2018,18
G16,B65,2019,18
H04,F01,2019,18
G09,C09,2018,18
B62,G02,2020,18
B60,C09,2016,18
C09,H04,2019,18
H04,B01,2019,18
B60,F05,2016,18
F02,B62,2016,18
G07,H01,2012,18
G02,H03,2022,18
G09,G07,2012,18
C09,H04,2022,18
G07,A61,2022,18
B32,G03,2022,18
C07,G06,2019,18
B62,G16,2022,18
G03,A61,2017,18
B01,H04,2018,18
B82,C07,2022,18
H03,B60,2014,18
H02,G16,2019,18
F01,B29,2022,18
H04,B82,2013,18
B32,G06,2014,18
C09,F01,2018,18
G01,B29,2011,18
G02,F16,2022,18
H02,B29,2021,18
G09,F16,2014,18
B60,B01,2015,18
B01,H02,2016,18
B23,H02,2013,18
G02,C12,2015,18
F16,G09,2014,18
B32,C23,2011,18
B82,B32,2017,18
G02,G07,2015,18
H05,F02,2020,18
B82,C12,2022,18
C23,G03,2011,18
B62,F02,2015,18
B23,B62,2022,18
C12,H04,2020,18
H05,B65,2022,18
B29,C12,2017,18
H02,B01,2021,18
G09,B32,2022,18
C12,C09,2022,18
G11,C23,2018,18
H05,G07,2016,18
C12,C09,2011,18
B29,F02,2017,18
C08,G06,2015,18
C09,G09,2014,18
C07,G02,2012,18
H04,B32,2018,18
B32,C07,2017,18
H05,F05,2017,18
B62,B29,2015,18
B62,B29,2014,18
H03,B60,2015,18
G02,G07,2014,18
F16,C09,2013,18
B65,H02,2011,18
F02,G06,2018,18
H03,G07,2019,18
B01,G16,2016,18
C07,B65,2016,18
G07,G11,2020,18
C23,B01,2022,18
C23,F02,2017,18
C23,B23,2011,18
C07,G03,2022,18
C08,F16,2011,18
F01,B62,2018,18
G11,C23,2011,18
H02,B32,2019,18
F01,C23,2014,17
B62,B32,2020,17
H01,F05,2015,17
G03,Y10,2022,17
G03,C23,2022,17
G16,B01,2019,17
B62,H05,2021,17
F01,G06,2016,17
B82,H04,2011,17
G02,B23,2013,17
C08,H02,2018,17
B01,G16,2014,17
A61,F01,2019,17
G03,H02,2012,17
G07,F02,2017,17
C23,A61,2021,17
C23,A61,2012,17
F05,C23,2015,17
B82,H04,2021,17
C08,H04,2018,17
B65,C07,2017,17
G02,B23,2011,17
F16,G11,2017,17
B23,B65,2013,17
C08,G11,2013,17
B60,G16,2014,17
B01,G03,2018,17
C09,B23,2020,17
B62,F01,2021,17
G06,F05,2022,17
H04,C12,2020,17
C12,B29,2020,17
G06,F02,2022,17
G16,H01,2018,17
A61,G11,2019,17
C07,B60,2018,17
B23,F02,2014,17
H02,B32,2020,17
G11,G02,2022,17
C12,H01,2012,17
B65,G02,2022,17
G02,G16,2016,17
B23,B60,2015,17
G06,B23,2014,17
C09,H02,2020,17
Y10,G11,2020,17
B65,C09,2014,17
F05,C23,2012,17
B23,H02,2014,17
B29,F05,2012,17
C09,H04,2017,17
A61,G11,2017,17
C23,B65,2019,17
H04,B32,2016,17
C23,G06,2016,17
B29,C23,2018,17
B29,G09,2018,17
B65,C12,2021,17
B32,H04,2015,17
C07,C23,2012,17
B60,G09,2012,17
C07,G16,2017,17
F02,B29,2018,17
C07,G02,2022,17
G16,C07,2011,17
C08,H02,2021,17
B65,B23,2011,17
B62,F01,2016,17
G16,C07,2017,17
F02,H04,2017,17
F01,H01,2012,17
B23,B65,2022,17
H01,F05,2018,17
F16,G11,2011,17
C07,C23,2013,17
G09,B23,2019,17
G02,B62,2020,17
C12,H05,2019,17
F05,G06,2018,17
B82,G11,2019,17
C08,G06,2022,17
F02,B62,2015,17
H01,B62,2013,17
H04,F16,2011,17
G07,F16,2022,17
B32,B62,2022,17
G09,F16,2015,17
B32,F02,2018,17
F01,B32,2015,17
C23,A61,2018,17
G07,G02,2018,17
B01,G16,2013,17
F01,B62,2017,17
C07,B65,2017,17
H02,C09,2019,17
G11,C09,2012,17
H05,F02,2016,17
B60,B23,2013,17
F16,C08,2012,17
G11,F16,2015,17
B82,B32,2013,17
H05,B01,2014,17
G16,B01,2022,17
H04,F05,2021,17
B60,F05,2017,17
B62,H02,2012,17
F02,B23,2013,16
G03,B32,2014,16
F02,H04,2015,16
B29,C12,2020,16
C23,B29,2015,16
G07,H02,2015,16
G06,C07,2020,16
F05,B29,2013,16
H04,B82,2021,16
H02,C09,2021,16
H02,G16,2020,16
B62,H03,2022,16
G07,G11,2015,16
H02,B82,2015,16
C12,G02,2017,16
A61,F05,2011,16
F01,G06,2022,16
B23,C09,2019,16
H04,C09,2018,16
F01,B62,2014,16
F02,B62,2013,16
G02,G07,2022,16
H01,B62,2014,16
C09,F16,2022,16
C12,G02,2015,16
A61,G11,2016,16
F01,G07,2021,16
H04,F01,2020,16
H04,C09,2022,16
F01,H02,2012,16
B23,G03,2020,16
B65,G09,2011,16
B01,G02,2012,16
G06,B01,2015,16
G11,G07,2021,16
F05,H01,2016,16
H04,B32,2017,16
B60,C09,2014,16
B65,C08,2012,16
F16,C23,2011,16
B23,B01,2015,16
C07,B32,2019,16
F02,H03,2021,16
B01,G03,2021,16
G03,B23,2019,16
H03,B82,2019,16
G09,B65,2011,16
C09,G09,2012,16
G16,B62,2021,16
G02,B01,2013,16
G16,B01,2018,16
B29,F02,2015,16
B65,C23,2017,16
G16,H05,2017,16
G03,B32,2013,16
H05,F05,2019,16
F01,H04,2016,16
B62,A61,2013,16
Y02,G03,2022,16
B65,C09,2012,16
G09,B62,2020,16
C12,F16,2019,16
B32,C07,2021,16
B29,H02,2022,16
F02,G07,2016,16
C09,C12,2022,16
B29,F02,2016,16
Y10,H03,2020,16
G16,H03,2022,16
F05,B32,2018,16
B01,C23,2022,16
B60,G16,2019,16
G11,G03,2018,16
G03,C23,2014,16
G03,B29,2022,16
G16,C07,2014,16
C09,G07,2011,16
C07,B29,2021,16
H05,B01,2012,16
B32,C07,2018,16
G02,G07,2016,16
B23,F02,2013,16
G07,F02,2015,16
B29,C23,2014,16
G02,B62,2019,16
G02,C12,2018,16
G07,G02,2019,16
B23,B29,2013,16
G11,B65,2018,16
F01,C09,2017,16
G09,B23,2020,16
G06,B23,2013,16
B23,G09,2020,16
B65,G16,2014,16
G03,B60,2022,16
H02,B29,2020,16
H04,B82,2020,16
H02,G09,2012,16
F02,G07,2022,16
B60,F05,2021,16
H03,B82,2021,16
B60,G16,2015,16
H04,B23,2022,16
C23,B29,2014,16
B01,G03,2017,16
C09,B60,2013,15
G16,H05,2019,15
C12,B29,2016,15
B23,G03,2017,15
C12,Y10,2022,15
H01,F01,2022,15
F16,C12,2020,15
H03,B60,2013,15
Y10,G07,2021,15
H03,B82,2013,15
B32,G03,2013,15
G16,H01,2013,15
C23,B65,2013,15
G07,H01,2013,15
Y10,H03,2021,15
A61,F05,2021,15
G07,F02,2016,15
B32,G09,2011,15
G06,F01,2022,15
F16,B32,2011,15
B65,C07,2016,15
F01,C07,2019,15
F05,Y10,2022,15
C07,B65,2019,15
C12,G02,2022,15
F16,C08,2022,15
B60,G16,2013,15
G16,H03,2020,15
G06,B62,2013,15
B01,F05,2014,15
F01,B62,2013,15
B32,G06,2012,15
G16,B60,2019,15
H03,G07,2021,15
G03,B23,2020,15
G11,A61,2021,15
B82,H04,2013,15
F16,C12,2019,15
H05,F05,2021,15
F01,B29,2016,15
B32,G01,2013,15
G07,H01,2022,15
B32,B23,2011,15
F16,G11,2018,15
B01,F05,2022,15
B65,G16,2012,15
B65,H05,2012,15
B23,B01,2019,15
G02,F16,2012,15
Y10,G16,2022,15
F05,C09,2020,15
