node1,node2,year,patent_counts
C12,B82,2011,52
F02,B23,2020,52
C09,C23,2011,52
G06,B82,2016,52
A61,G07,2014,52
G06,B82,2017,52
B23,B60,2020,52
B32,G06,2022,52
H02,F01,2016,52
H02,G09,2020,52
G02,C07,2017,52
B29,H05,2014,52
B32,G03,2020,52
C08,B65,2022,52
G02,F16,2016,52
F16,B32,2016,52
B32,G01,2021,52
F02,H02,2012,52
B82,A61,2011,52
B29,G03,2022,52
C08,B82,2022,52
B29,F01,2019,52
H02,G03,2017,52
G01,F02,2014,52
B23,A61,2014,51
H02,A61,2022,51
C09,C23,2012,51
H01,F01,2020,51
C08,F16,2013,51
A61,B62,2021,51
G09,B60,2016,51
B01,C23,2019,51
G03,G09,2016,51
G06,B23,2021,51
H05,G11,2013,51
F16,G11,2014,51
B32,H04,2019,51
H02,A61,2014,51
B32,B82,2015,51
A61,B62,2019,51
B29,H02,2019,51
G11,G02,2012,51
B60,H03,2017,51
F16,G09,2021,51
A61,B60,2012,51
B60,B32,2017,51
G02,C23,2020,51
G03,C09,2011,51
G09,G07,2021,51
C09,B65,2021,51
Y10,C12,2020,51
B23,C23,2022,51
B29,B82,2012,51
Y02,G03,2021,51
B65,F16,2012,51
B29,B23,2013,51
G07,G09,2019,51
B32,A61,2012,51
A61,H02,2012,51
B23,H02,2021,51
H04,B29,2016,51
F01,H01,2019,51
G09,H03,2013,51
H05,F16,2022,51
F16,G06,2013,51
C09,G03,2012,51
F05,Y10,2021,51
G11,Y10,2019,51
G06,C09,2019,51
B23,F02,2019,51
H01,F01,2019,51
B65,G09,2019,51
F16,G03,2011,50
G11,G03,2012,50
G02,G11,2021,50
Y10,C09,2022,50
G09,A61,2022,50
G11,H02,2020,50
B32,A61,2011,50
C23,B23,2022,50
B82,G01,2022,50
B23,Y02,2011,50
G09,H03,2018,50
C07,G03,2016,50
Y02,G03,2019,50
B82,C07,2021,50
H02,G07,2019,50
C07,G02,2019,50
F16,B29,2022,50
C23,G02,2021,50
B82,C08,2020,50
H03,H05,2022,50
B82,B01,2021,50
H03,Y10,2018,50
B01,H05,2021,50
G09,Y10,2020,50
A61,H03,2014,50
C12,G16,2011,50
A61,C23,2015,50
C23,C09,2022,50
C09,B65,2015,50
B01,B65,2022,50
H01,G07,2021,50
B32,B60,2013,50
F02,G06,2021,50
C09,G01,2011,50
B62,Y10,2022,50
A61,G07,2016,50
C23,B82,2017,50
G07,G09,2020,50
B32,G01,2017,50
G07,G09,2017,50
G01,C08,2016,50
G07,A61,2018,50
F05,H02,2011,50
C23,B82,2013,50
B32,B62,2020,50
H02,B62,2015,50
B29,F05,2018,50
B60,B29,2011,49
H05,B32,2011,49
H01,B65,2013,49
B29,B62,2017,49
Y10,G11,2017,49
H04,B62,2018,49
B29,B01,2022,49
G03,H02,2015,49
G06,B32,2017,49
C09,F16,2018,49
F16,C23,2018,49
B32,B82,2017,49
G02,G11,2019,49
A61,C23,2020,49
F02,G07,2020,49
G09,B65,2019,49
Y10,H03,2017,49
H01,C12,2021,49
C23,F05,2021,49
F16,G02,2018,49
B62,G07,2019,49
Y02,G07,2014,49
Y02,G11,2013,49
G03,Y10,2020,49
B62,G01,2014,49
F02,G07,2019,49
H02,B23,2016,49
C09,B01,2011,49
Y02,B62,2012,49
B23,A61,2018,49
H05,C07,2014,49
G11,H02,2019,49
B65,C09,2019,49
C12,C08,2012,49
B65,B23,2014,49
G02,B60,2013,49
C23,B23,2015,49
H01,C12,2020,49
H01,F01,2017,49
A61,B23,2012,49
G02,H03,2021,49
C09,C12,2015,49
H02,A61,2012,49
G03,H02,2018,49
C09,F16,2020,49
H05,B82,2017,49
G06,B82,2012,49
G02,B82,2022,49
B65,H05,2021,49
H03,A61,2020,49
Y10,G16,2016,48
B82,C12,2019,48
B62,H02,2022,48
G03,H05,2011,48
G03,G09,2018,48
G07,G16,2017,48
F02,B01,2014,48
H05,F16,2014,48
G06,C12,2022,48
F16,B32,2018,48
F16,G09,2019,48
G11,H02,2011,48
F16,C08,2021,48
G11,H02,2021,48
B32,C23,2013,48
A61,B60,2022,48
G11,G09,2013,48
H02,B62,2014,48
C23,B23,2014,48
B65,C08,2017,48
B29,B01,2012,48
A61,H03,2017,48
G09,H02,2017,48
C23,F05,2020,48
B65,H01,2014,48
B29,B01,2011,48
G07,A61,2015,48
B65,F16,2013,48
C09,G06,2021,48
C23,F16,2018,48
C09,B01,2022,48
G06,B29,2014,48
Y02,B82,2022,48
F05,B23,2014,48
B23,B65,2015,48
B23,H05,2022,48
C07,G03,2012,48
C08,G01,2015,48
B32,G03,2017,48
H01,F02,2013,48
C23,B82,2020,48
B82,B29,2014,48
G07,G16,2016,48
B32,H02,2019,48
G02,C07,2016,48
B65,B23,2017,48
G03,H02,2022,48
G07,Y02,2011,48
C09,G01,2012,48
G11,H02,2017,48
G06,B01,2021,48
G07,B60,2013,48
B65,B60,2022,48
B82,C07,2016,48
H05,B32,2014,47
G11,H05,2011,47
F16,H01,2011,47
H02,G11,2012,47
H01,C12,2019,47
H05,B29,2018,47
G01,F05,2022,47
G03,H02,2014,47
G16,G07,2020,47
C09,B65,2017,47
G11,G02,2014,47
C09,B01,2013,47
Y02,G09,2014,47
B65,G09,2020,47
C07,G16,2019,47
G16,H04,2011,47
F01,G01,2012,47
C12,G16,2012,47
B01,G06,2015,47
C23,G02,2018,47
B29,B82,2011,47
H05,H03,2013,47
G01,C08,2015,47
H01,C12,2013,47
C07,G16,2021,47
B82,C23,2015,47
A61,B32,2012,47
C09,G09,2019,47
C23,C08,2017,47
A61,H02,2011,47
F16,H04,2012,47
B23,C23,2015,47
H02,G11,2020,47
A61,B62,2017,47
G11,H05,2013,47
F01,B23,2013,47
Y02,G07,2013,47
G03,F16,2013,47
H05,B65,2017,47
Y02,B65,2012,47
G11,G02,2015,47
G03,G11,2012,47
G03,C07,2018,47
H02,B23,2017,47
F01,C23,2020,47
A61,G03,2014,47
B60,B29,2012,47
G06,C09,2020,47
C09,F16,2021,47
G01,B29,2015,47
B29,H04,2018,47
G06,C09,2021,47
B60,A61,2014,47
A61,G03,2012,47
H03,B60,2018,46
B60,C08,2015,46
G11,B82,2019,46
H05,G07,2019,46
H05,G03,2011,46
B65,B62,2018,46
G07,B62,2021,46
B82,G06,2020,46
B82,C23,2014,46
H05,B29,2014,46
B82,G06,2017,46
G07,G16,2021,46
H04,B29,2017,46
C23,G01,2015,46
C07,G02,2015,46
B01,B32,2017,46
C09,B29,2014,46
F16,G02,2020,46
B23,B65,2016,46
B01,G02,2021,46
B60,B23,2019,46
H02,B62,2016,46
B23,H05,2011,46
F01,H02,2016,46
Y02,G09,2013,46
B29,G06,2014,46
B82,G03,2020,46
G02,C07,2020,46
B82,C23,2017,46
B23,G01,2014,46
H05,C07,2012,46
G02,B32,2011,46
G02,H02,2012,46
H03,A61,2019,46
G03,C07,2011,46
G09,F16,2019,46
C23,B82,2019,46
B01,B32,2021,45
B32,F16,2011,45
G01,B32,2017,45
G09,B65,2020,45
C23,C08,2021,45
F16,B32,2014,45
B65,C09,2021,45
H04,B29,2021,45
B62,A61,2021,45
B29,G06,2015,45
B65,B23,2015,45
G07,A61,2021,45
G02,G11,2016,45
G01,F02,2011,45
H01,G16,2019,45
A61,C23,2017,45
H04,B65,2013,45
B01,G02,2019,45
B32,B01,2017,45
F05,F16,2011,45
F02,H01,2013,45
C12,H01,2019,45
B32,G03,2019,45
G06,B65,2012,45
C09,B32,2011,45
G11,H05,2014,45
A61,B62,2016,45
B62,Y02,2011,45
H03,G09,2020,45
G03,G11,2014,45
G11,G09,2014,45
C09,G09,2020,45
C08,B65,2014,45
C09,G03,2022,45
F01,G01,2013,45
B32,B01,2021,45
C12,B82,2012,45
H02,G11,2011,45
B23,F02,2020,45
G16,G02,2020,45
B62,B65,2017,45
H05,C07,2018,45
B65,B32,2022,45
G01,C23,2016,45
B82,C12,2020,45
F16,H04,2013,45
Y02,G16,2018,45
B29,B82,2015,45
G07,G16,2014,44
B65,B62,2016,44
B23,F05,2022,44
C23,G01,2018,44
G07,G01,2012,44
G02,G07,2020,44
F05,G06,2021,44
B65,C08,2020,44
F01,H05,2020,44
B82,C12,2017,44
H02,F01,2022,44
C23,G01,2016,44
G06,B65,2013,44
G07,G16,2018,44
Y02,B32,2011,44
A61,B32,2022,44
B60,G03,2022,44
A61,C23,2016,44
A61,B32,2013,44
F16,B65,2012,44
B32,F16,2012,44
B60,C08,2018,44
B01,B32,2015,44
F16,G03,2012,44
A61,C23,2021,44
C07,G03,2011,44
F16,B29,2012,44
H05,C07,2013,44
G07,Y10,2020,44
H01,G16,2021,44
B23,H04,2019,44
G07,G16,2013,44
G11,B82,2021,44
F02,G06,2020,44
G02,C07,2021,44
B32,B62,2021,44
B23,G02,2022,44
B01,B29,2022,44
G01,G11,2022,44
B23,B62,2019,44
H05,G07,2020,44
B32,G09,2017,44
B82,C07,2011,44
C07,Y10,2020,44
H02,G11,2019,44
C09,G09,2021,44
G09,Y10,2021,44
G09,G03,2014,44
C23,C07,2021,44
F01,B32,2020,44
G03,B82,2020,44
B32,H05,2011,44
H05,B60,2012,44
C09,G03,2011,44
H05,B32,2013,44
B60,B65,2014,44
Y02,H03,2012,44
B32,B82,2014,44
B23,B32,2014,44
G02,C07,2018,44
G03,C23,2017,43
F01,B23,2022,43
G01,C09,2011,43
Y02,B65,2011,43
F02,H02,2013,43
B32,H04,2017,43
F16,C23,2021,43
F02,B62,2019,43
B32,B82,2020,43
H02,G03,2013,43
B60,G02,2011,43
C09,F16,2019,43
F02,B62,2020,43
C23,F01,2018,43
B65,G01,2012,43
B01,B60,2018,43
G07,Y10,2018,43
B60,H05,2013,43
B32,G09,2018,43
B23,B62,2020,43
G07,H02,2019,43
F16,C09,2020,43
C07,G02,2021,43
B82,G06,2016,43
B32,B82,2019,43
F16,C08,2020,43
C08,G06,2020,43
C08,G06,2019,43
B32,B23,2014,43
C07,G02,2016,43
G09,G07,2020,43
G01,B23,2014,43
B65,B32,2015,43
F16,C23,2020,43
B23,G02,2018,43
B82,C12,2021,43
H03,G09,2015,43
F01,H01,2021,43
H03,G02,2021,43
G09,G16,2015,43
B60,B23,2021,43
G06,B32,2021,43
B60,H03,2018,43
B62,H02,2015,43
G03,C07,2021,43
B29,F01,2018,43
G03,B82,2021,43
H05,B01,2020,43
C23,B01,2020,43
B65,G06,2011,43
F16,B32,2015,43
G02,C23,2018,43
Y02,B23,2012,43
B29,G03,2011,43
B82,C08,2018,43
A61,C23,2014,43
G09,H02,2016,43
G02,B32,2012,43
B82,C12,2016,43
H02,G11,2016,43
G11,G02,2019,42
B23,A61,2015,42
B65,H05,2015,42
G09,F16,2021,42
Y02,G03,2016,42
C12,H01,2017,42
C23,F05,2017,42
G07,B60,2012,42
F16,G11,2015,42
C07,G03,2018,42
C08,B65,2013,42
B62,H01,2019,42
Y10,G06,2022,42
B82,C07,2012,42
H01,C12,2017,42
B01,F16,2011,42
B62,A61,2019,42
B82,G06,2015,42
G01,F05,2015,42
C23,B82,2021,42
B62,H01,2020,42
C09,B29,2013,42
B82,G02,2018,42
F01,H02,2015,42
C23,F16,2017,42
B62,H02,2014,42
G03,Y02,2018,42
G16,Y10,2018,42
Y02,G07,2011,42
B29,F01,2017,42
B60,B23,2020,42
G07,G09,2021,42
H03,Y10,2020,42
B23,C23,2014,42
G09,G07,2016,42
B29,B82,2021,42
G01,B32,2020,42
H01,F02,2022,42
C23,F01,2011,42
B29,F01,2021,42
G11,Y10,2018,42
B01,H04,2021,42
C23,C07,2019,42
G11,G02,2016,42
B29,H04,2016,42
H01,C12,2016,42
C12,H01,2020,42
C23,F01,2016,42
H04,B62,2017,41
C23,F16,2016,41
G02,B65,2019,41
G02,G16,2021,41
B32,F01,2019,41
H01,G16,2017,41
B23,G06,2018,41
G07,H01,2020,41
H03,H05,2013,41
F01,H02,2022,41
C23,H05,2011,41
B82,C23,2013,41
C12,B82,2018,41
G09,F16,2020,41
G03,G09,2014,41
H01,B65,2012,41
G07,H01,2019,41
B23,H04,2020,41
F05,C23,2018,41
H02,G09,2016,41
C09,C23,2022,41
F01,H05,2019,41
H01,G16,2020,41
B32,F05,2019,41
H02,B65,2017,41
G11,H02,2016,41
F16,G02,2016,41
B23,H02,2017,41
G03,C23,2020,41
C23,G03,2020,41
H01,F01,2016,41
B23,A61,2013,41
Y02,G11,2012,41
Y02,G11,2011,41
B65,G09,2018,41
F05,G01,2022,41
Y10,B65,2022,41
Y10,G07,2019,41
B23,G02,2015,41
C12,C08,2011,41
F16,A61,2011,41
G03,C07,2012,41
Y02,B32,2022,41
B82,C12,2011,41
B65,B23,2018,41
G16,G07,2021,41
C12,C09,2020,41
C12,G06,2022,41
H01,F02,2011,41
B01,G06,2016,40
B23,F05,2012,40
H02,G11,2017,40
H01,G16,2022,40
B62,G07,2020,40
G03,A61,2019,40
F16,C08,2018,40
G02,F16,2018,40
Y10,G07,2017,40
C07,Y10,2021,40
H05,B82,2016,40
C23,G03,2016,40
C08,H05,2022,40
B62,H04,2018,40
H04,B23,2020,40
C07,B82,2021,40
B32,C23,2022,40
C07,G02,2017,40
G06,B23,2017,40
H04,B65,2012,40
B62,G01,2013,40
A61,B23,2011,40
F01,C23,2018,40
B82,G06,2011,40
B82,B01,2018,40
B23,F01,2022,40
G06,B32,2018,40
F02,B23,2021,40
F02,B23,2018,40
B23,B65,2021,40
H04,B62,2016,40
G07,H05,2019,40
B32,B01,2016,40
B29,H04,2015,40
B82,C12,2013,40
C09,C12,2020,40
Y02,B62,2011,40
B82,G06,2019,40
G02,G11,2014,40
A61,C23,2019,40
Y10,C12,2021,40
G03,Y02,2012,40
C07,G03,2019,40
C08,C12,2012,40
C07,C23,2019,40
H05,C08,2022,40
G03,B29,2015,40
G07,A61,2014,40
B60,B01,2019,40
B01,H05,2014,40
G01,B62,2014,40
C08,C12,2022,40
C23,B82,2018,40
G07,B62,2020,40
H04,B82,2015,40
B23,B60,2019,40
C23,H05,2022,40
G03,F16,2022,40
C23,B01,2019,40
G07,B65,2011,40
B65,G01,2011,40
Y02,G07,2012,40
B29,B82,2019,40
A61,C23,2012,40
G09,G07,2017,40
B82,C12,2015,40
G16,Y10,2021,40
A61,G07,2012,40
C08,F16,2014,40
G01,B32,2019,40
G02,B65,2020,40
G01,C08,2014,40
B23,B32,2013,39
H04,B65,2014,39
G07,B65,2012,39
B01,H05,2013,39
H03,B60,2017,39
A61,G03,2022,39
C09,B65,2018,39
B23,C23,2013,39
G16,H01,2022,39
F05,B23,2022,39
B29,B82,2020,39
B29,H05,2013,39
C08,C23,2014,39
B60,C08,2013,39
B65,H02,2016,39
H02,B65,2016,39
H02,G07,2021,39
H01,F01,2021,39
C09,F16,2017,39
B60,B23,2016,39
B82,C12,2014,39
F01,B60,2012,39
F01,B29,2021,39
B65,B01,2022,39
H03,G09,2014,39
Y10,G09,2020,39
B60,G03,2018,39
F05,B32,2020,39
H02,G11,2018,39
G01,B65,2013,39
G01,C23,2018,39
B29,G09,2020,39
C23,F01,2013,39
B60,A61,2011,39
B01,G02,2016,39
H05,F16,2013,39
B65,H02,2022,39
C23,C08,2015,39
G16,G09,2012,39
F16,C09,2017,39
G09,H03,2011,39
A61,H03,2015,39
B60,B01,2021,39
G09,B29,2015,39
G09,A61,2012,39
F02,H02,2011,39
F16,B65,2011,39
C08,C23,2016,39
B62,B65,2018,39
C12,H01,2015,39
H01,B62,2017,39
B32,G01,2018,39
B29,B62,2016,39
F01,B23,2012,39
C09,C12,2017,39
G02,C23,2021,39
C23,B32,2013,39
F16,B01,2012,39
G03,Y02,2011,39
C08,F16,2022,39
F16,G06,2012,38
G01,F05,2013,38
G02,C07,2014,38
G07,B65,2022,38
F02,G07,2021,38
B32,F05,2020,38
B29,B82,2013,38
C23,C08,2018,38
F05,B23,2012,38
G09,G03,2018,38
B60,B23,2017,38
B01,G06,2014,38
G06,B01,2020,38
B82,G02,2022,38
B82,G06,2012,38
Y10,F01,2021,38
G07,G16,2012,38
Y02,G03,2017,38
B82,G11,2016,38
G03,C23,2019,38
B29,H02,2020,38
H02,B23,2015,38
G09,G03,2013,38
B01,H02,2019,38
B23,F02,2021,38
G11,B82,2020,38
G03,B65,2022,38
B29,C23,2017,38
G09,H03,2022,38
C07,B82,2020,38
B23,G01,2013,38
H02,G09,2018,38
Y02,G03,2013,38
G16,G02,2017,38
B32,H04,2018,38
G16,C07,2019,38
G01,F01,2013,38
C12,C09,2021,38
G16,G07,2019,38
Y02,B65,2013,38
H02,G09,2017,38
B01,G16,2021,38
G06,F16,2013,38
B32,B62,2019,38
B65,B62,2017,38
G07,G16,2015,38
C23,F16,2015,38
G07,A61,2013,38
B65,C08,2015,38
G11,G02,2020,38
H02,B62,2013,38
G02,B23,2015,38
F16,C23,2016,38
B65,B60,2014,38
C23,F01,2015,38
Y10,C07,2020,38
H02,G03,2011,38
A61,G03,2018,38
B82,A61,2021,38
B82,A61,2020,38
B01,F05,2020,38
H01,G07,2018,38
C23,B01,2021,38
C12,C09,2019,38
B60,A61,2013,38
C09,B65,2016,38
G07,G11,2011,37
G03,G09,2011,37
G07,G01,2011,37
F16,B29,2011,37
B32,H02,2020,37
B82,A61,2019,37
G11,G02,2018,37
C23,F05,2018,37
B65,F16,2011,37
H05,B01,2021,37
G02,G07,2019,37
H05,C23,2011,37
G09,H02,2018,37
H05,A61,2011,37
A61,C23,2018,37
G02,B60,2012,37
Y02,B32,2012,37
G16,G09,2011,37
B23,F02,2017,37
B23,F02,2018,37
B60,B32,2018,37
B29,C23,2020,37
G02,B23,2018,37
B23,F01,2011,37
B32,G03,2016,37
C12,C09,2016,37
B23,G06,2017,37
B82,C23,2012,37
H05,B01,2017,37
B82,C07,2020,37
G03,A61,2015,37
Y02,G16,2012,37
H02,G03,2022,37
B32,B60,2012,37
G06,F05,2021,37
C12,C09,2017,37
C07,G03,2020,37
C12,C08,2022,37
B29,F01,2016,37
G09,B65,2016,37
Y02,G03,2014,37
G06,B23,2016,37
H01,G16,2016,37
C07,G02,2014,37
B62,B23,2017,37
B62,H02,2016,37
C09,C12,2016,37
B29,F05,2016,37
F16,G11,2013,37
B82,C12,2012,37
B29,G01,2013,37
A61,B60,2011,37
B29,F05,2017,37
B60,B23,2015,37
B32,G03,2021,37
F05,G01,2012,37
F16,C08,2017,37
G03,A61,2021,37
B82,H05,2015,37
C23,B23,2013,37
Y02,C23,2022,36
C09,C12,2014,36
B82,G03,2021,36
Y10,G07,2020,36
G02,C07,2015,36
G07,H01,2017,36
A61,G07,2022,36
B29,G01,2011,36
Y10,B60,2022,36
G09,G07,2015,36
C09,B60,2020,36
H04,B29,2014,36
G11,H02,2012,36
G01,F01,2011,36
G07,B60,2011,36
G06,B23,2015,36
G03,B29,2011,36
Y10,C08,2022,36
G03,B32,2015,36
G11,G03,2015,36
C23,G02,2015,36
C23,G02,2011,36
B01,B32,2020,36
B32,B01,2015,36
B01,B65,2012,36
G01,B65,2012,36
G01,C09,2012,36
B60,G02,2012,36
B32,G01,2016,36
B62,H04,2016,36
H01,F01,2015,36
H01,F02,2012,36
B82,H05,2017,36
C09,F16,2016,36
G09,G16,2014,36
H03,A61,2017,36
F01,B29,2019,36
B29,H02,2017,36
B32,F05,2021,36
G03,C07,2020,36
G01,C08,2022,36
B82,C07,2019,36
F01,B60,2011,36
B32,H02,2021,36
G06,F02,2019,36
C23,B29,2021,36
H03,G09,2021,36
G01,B62,2013,36
A61,B62,2018,36
C08,G06,2021,36
B32,F02,2019,36
G01,B23,2013,36
B65,B01,2013,36
G11,Y10,2021,36
G02,G11,2013,36
G09,G16,2013,36
B23,G01,2011,36
H03,Y10,2021,36
G06,B32,2022,36
C23,G03,2018,36
Y10,G16,2017,36
B65,G07,2022,36
B62,A61,2017,36
C07,C23,2021,36
G01,B29,2014,36
C08,G01,2022,35
G07,G16,2011,35
B01,B60,2014,35
G07,H01,2021,35
G06,F02,2021,35
H01,C12,2012,35
G07,B65,2014,35
H03,B60,2016,35
C23,G03,2019,35
G07,G09,2014,35
G09,G03,2012,35
B65,G09,2017,35
B01,B23,2019,35
G03,G09,2012,35
C23,C07,2020,35
F16,G09,2017,35
H02,A61,2013,35
G07,H02,2021,35
H01,G07,2016,35
G06,B01,2019,35
G01,F02,2012,35
G06,B32,2015,35
F01,H02,2014,35
G09,H02,2015,35
F01,B29,2020,35
F05,B32,2021,35
C12,G02,2020,35
Y10,G03,2020,35
B29,C12,2021,35
F16,B01,2014,35
B82,Y10,2022,35
G09,F16,2017,35
G09,G16,2022,35
G03,C23,2016,35
B60,C08,2012,35
B01,B60,2016,35
F02,B23,2016,35
C23,G02,2016,35
H01,C12,2015,35
B01,G06,2022,35
C23,B32,2012,35
G06,B82,2013,35
B65,H02,2014,35
B82,B29,2015,35
G16,G07,2014,35
A61,H03,2022,35
H03,G09,2018,35
F16,C23,2015,35
C07,G16,2018,35
G06,B23,2018,35
B82,A61,2012,35
G07,Y02,2013,35
B65,H02,2015,35
B23,B60,2021,35
C09,C12,2013,35
F05,G01,2014,35
F02,H01,2012,35
B82,C12,2018,35
F16,H04,2011,35
G07,G09,2018,34
C07,G02,2018,34
H03,A61,2018,34
G16,G07,2016,34
C23,C07,2017,34
H05,B82,2018,34
G03,B29,2012,34
B62,A61,2016,34
B32,H04,2021,34
B62,G07,2021,34
H05,B01,2016,34
B23,B60,2016,34
C09,C12,2021,34
F16,C09,2016,34
B65,G02,2020,34
B62,B23,2020,34
G06,B32,2016,34
G06,F16,2012,34
G01,B65,2011,34
B32,F01,2020,34
F01,H01,2015,34
G09,H03,2012,34
F01,B32,2019,34
B29,F02,2019,34
C08,G01,2012,34
C23,C07,2014,34
H04,C09,2019,34
B62,H01,2022,34
C23,B01,2014,34
G16,G09,2013,34
H04,B23,2019,34
G09,C09,2020,34
C09,B01,2012,34
A61,B62,2014,34
F16,B01,2011,34
F01,H01,2017,34
B65,B60,2013,34
G11,Y10,2020,34
B01,C23,2011,34
F16,G02,2022,34
G07,Y02,2014,34
B29,H05,2022,34
C23,G03,2017,34
F05,H01,2019,34
G11,G09,2022,34
B62,A61,2015,34
C23,G11,2015,34
C07,G02,2013,34
B82,B32,2015,34
C23,G02,2014,34
B01,G06,2017,34
C08,G01,2013,34
C23,F02,2019,34
B32,G09,2015,34
C07,G03,2021,34
B01,G16,2020,34
G06,B82,2022,34
H02,G03,2014,34
C09,B60,2021,34
B29,G06,2013,34
F05,G01,2015,34
G01,F01,2012,34
G07,B65,2013,34
B01,F05,2019,34
B29,B62,2015,34
B29,F02,2020,34
B01,G16,2015,34
G11,G07,2011,33
B60,H03,2016,33
G02,C12,2020,33
H02,B23,2018,33
C12,H01,2016,33
G16,Y10,2019,33
B29,B82,2018,33
H04,B23,2021,33
G16,G02,2021,33
C23,F16,2013,33
H05,G07,2021,33
B65,B01,2012,33
B62,A61,2018,33
G06,F02,2020,33
G16,C07,2021,33
G01,B32,2021,33
B82,H05,2014,33
C23,C07,2016,33
B01,B23,2015,33
B23,H02,2016,33
B62,G06,2015,33
B82,B29,2016,33
B82,H05,2011,33
G09,G07,2018,33
H01,B65,2011,33
G01,C23,2015,33
G07,H05,2015,33
G02,G11,2015,33
G06,B62,2015,33
H02,G11,2021,33
C23,B01,2018,33
B32,G06,2015,33
H01,B62,2018,33
F16,G07,2020,33
G02,H03,2015,33
F02,B62,2018,33
B29,G06,2012,33
Y02,B23,2011,33
G01,F05,2014,33
C23,F01,2012,33
B23,B65,2014,33
B60,C09,2019,33
G02,H03,2018,33
B60,C08,2022,33
B60,B32,2014,33
G03,G11,2016,33
B32,G09,2016,33
Y10,G07,2018,33
B65,G09,2021,33
G01,B23,2011,33
A61,G07,2013,33
B23,F02,2016,33
B82,C23,2016,33
Y10,B82,2022,33
G09,B60,2015,33
F16,C08,2016,33
B01,G02,2015,33
B01,B23,2017,33
H01,G16,2015,33
F05,B01,2021,33
C12,G06,2017,33
B60,B01,2017,33
B32,B82,2021,33
B01,G02,2017,33
B01,H05,2022,33
A61,B62,2015,32
B29,B23,2012,32
G07,Y02,2012,32
B65,B32,2012,32
B32,B62,2017,32
G02,F16,2015,32
C07,B82,2022,32
G09,B29,2020,32
F02,G06,2019,32
C23,B82,2022,32
B82,C23,2011,32
H05,B65,2015,32
F05,B29,2022,32
B23,C23,2011,32
F02,G07,2017,32
G03,B32,2019,32
G16,G07,2018,32
G06,C12,2018,32
Y10,C23,2022,32
G09,F16,2018,32
G02,B01,2019,32
B60,H05,2011,32
F16,C09,2018,32
H05,B29,2022,32
G16,G07,2015,32
H04,C09,2020,32
H01,B62,2022,32
B01,F05,2021,32
H02,F01,2014,32
G09,B32,2020,32
H01,G07,2014,32
C08,B65,2011,32
F02,B23,2014,32
H04,B32,2020,32
G02,B23,2014,32
H05,B60,2011,32
B60,A61,2012,32
B23,B29,2014,32
H04,B82,2014,32
F16,H05,2013,32
B23,B62,2017,32
B65,G16,2021,32
B60,B23,2018,32
F05,G01,2011,32
B32,B60,2011,32
H05,H03,2012,32
H01,G16,2014,32
H05,B23,2022,32
G03,A61,2016,32
G06,C09,2018,32
G02,G11,2018,32
Y02,G11,2022,32
B65,C09,2017,32
F05,G06,2020,32
C09,C12,2018,32
C12,H01,2018,32
B65,H02,2013,32
B29,C23,2016,32
B65,G16,2020,32
F05,B23,2013,32
F05,B01,2020,32
F05,B32,2019,32
G02,B60,2011,32
F05,B29,2018,32
Y02,G03,2018,32
B60,B32,2022,32
Y10,C07,2021,31
G03,Y02,2022,31
B32,B23,2013,31
B65,B23,2022,31
F16,G11,2012,31
C07,C23,2017,31
B60,C09,2020,31
H05,B29,2012,31
C23,G11,2017,31
A61,G03,2013,31
C09,B60,2019,31
A61,G07,2011,31
B29,F02,2021,31
H05,H03,2011,31
G03,B60,2017,31
H03,G09,2011,31
B32,H04,2016,31
C23,G01,2014,31
B23,B32,2022,31
B82,G11,2017,31
B23,G02,2014,31
A61,G03,2011,31
B65,C12,2017,31
B32,B82,2016,31
G11,G09,2011,31
B82,H05,2016,31
H05,F02,2017,31
H01,B62,2016,31
A61,H03,2013,31
Y10,G16,2019,31
G02,C07,2013,31
A61,H03,2018,31
B01,G02,2013,31
G03,G09,2013,31
F05,H01,2020,31
H04,B32,2019,31
F02,H01,2022,31
B01,C23,2013,31
F16,G06,2011,31
G03,A61,2020,31
B29,C23,2021,31
G03,G09,2022,31
C08,B65,2012,31
F02,G07,2018,31
B32,F02,2021,31
B60,H03,2022,31
B82,G06,2013,31
H03,G02,2016,31
G02,G11,2011,31
H05,B01,2019,31
B65,C12,2020,31
B29,F01,2015,31
C12,C09,2015,31
C23,B01,2017,31
F16,C08,2014,31
F16,B32,2022,31
B23,H04,2021,31
H02,B65,2015,31
F01,H01,2020,31
G01,B29,2013,31
B60,C09,2021,31
G09,G07,2014,31
B62,H04,2022,31
C09,F16,2015,31
H02,F01,2015,31
C09,B29,2012,30
B01,H05,2012,30
B65,C09,2011,30
B82,G06,2014,30
C09,G09,2018,30
G02,C23,2011,30
B23,B60,2017,30
B82,A61,2018,30
H05,G07,2018,30
Y10,F02,2021,30
B23,G01,2012,30
B01,B32,2018,30
B23,B60,2018,30
C23,B01,2016,30
H01,F01,2018,30
G01,F05,2011,30
G07,H01,2018,30
H03,G02,2017,30
G07,H02,2018,30
B29,F05,2015,30
G06,F16,2011,30
G07,H05,2018,30
B60,B32,2016,30
F16,G02,2015,30
B65,B62,2015,30
C09,G09,2015,30
G03,Y10,2021,30
C23,C08,2016,30
G09,B32,2019,30
Y10,G16,2021,30
G02,G07,2018,30
C23,A61,2019,30
G11,C23,2016,30
H03,A61,2016,30
C12,B65,2019,30
B29,G09,2019,30
C23,B29,2019,30
B65,B32,2013,30
B01,H02,2020,30
